cote,tome,type,auteur,titre,couverture,langue,edition,datation,contenu,etat,notes,emplacement
n.c.,,Manuscrit imprimé,"Louis, roi de France",Extraict des registres de la cour des Aydes.,Papier  ,Français,_,4 mai 1665,Extraict des registres de la cour des Aydes.,Mauvais,"Factum ""Pièces émanant des rois de France. 1663-1750""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Bechameil,Arrest du conseil d'estat du roy.,Papier  ,Français,_,22 mars 1666,Arrest du conseil d'estat du roy.,Mauvais,"Factum ""Pièces émanant des rois de France. 1663-1750""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Bechameil,Arrest du conseil d'estat du roy.,Papier  ,Français,_,14 octobre 1666,Arrest du conseil d'estat du roy.,Mauvais,"Factum ""Pièces émanant des rois de France. 1663-1750""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Bechameil,Extrait des registres du conseil d'état.,Papier  ,Français,_,16 décembre 1666,Extrait des registres du conseil d'état.,Mauvais,"Factum ""Pièces émanant des rois de France. 1663-1750""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Phelypeaux,Extrait des registres du conseil d'état.,Papier  ,Français,_,28 décembre 1666,Extrait des registres du conseil d'état.,Mauvais,"Factum ""Pièces émanant des rois de France. 1663-1750""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Phelypeaux,Extrait des registres du conseil d'estat.,Papier  ,Français,_,13 janvier 1667,Extrait des registres du conseil d'estat.,Mauvais,"Factum ""Pièces émanant des rois de France. 1663-1750""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Bechameil,Arrest du conseil d'estat du roy.,Papier  ,Français,_,13 janvier 1667,Arrest du conseil d'estat du roy.,Mauvais,"Factum ""Pièces émanant des rois de France. 1663-1750""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Bechameil,Arrest du conseil d'estat du roy.,Papier  ,Français,_,20 janvier 1667,Arrest du conseil d'estat du roy.,Mauvais,"Factum ""Pièces émanant des rois de France. 1663-1750""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,"Louis, roi de France",Extrait des registres du conseil d'estat.,Papier  ,Français,_,20 janvier 1667,Extrait des registres du conseil d'estat.,Mauvais,"Factum ""Pièces émanant des rois de France. 1663-1750""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,De Lionne,Arrest du conseil d'estat du roy.,Papier  ,Français,_,13 février 1669,Arrest du conseil d'estat du roy.,Mauvais,"Factum ""Pièces émanant des rois de France. 1663-1750""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Du Tillet,Extrait des registres du conseil d'état.,Papier  ,Français,_,15 mars 1669,Extrait des registres du conseil d'état.,Mauvais,"Factum ""Pièces émanant des rois de France. 1663-1750""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Le Tellier,Edit du roy.,Papier  ,Français,_,13 août 1669,Edit du roy.,Mauvais,"Factum ""Pièces émanant des rois de France. 1663-1750""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Bollioud,Déclaration du roy.,Papier  ,Français,_,23 décembre 1683,Déclaration du roy.,Mauvais,"Factum ""Pièces émanant des rois de France. 1663-1750""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Fillotte,Extrait des registres de parlement.,Papier  ,Français,_,23 décembre 1683,Extrait des registres de parlement.,Mauvais,"Factum ""Pièces émanant des rois de France. 1663-1750""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Fillotte,Déclaration du roy.,Papier  ,Français,_,10 mars 1685,Déclaration du roy.,Mauvais,"Factum ""Pièces émanant des rois de France. 1663-1750""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Fillotte,Déclaration du roy.,Papier  ,Français,_,21 janvier 1685,Déclaration du roy.,Mauvais,"Factum ""Pièces émanant des rois de France. 1663-1750""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Fleury,Edit du roy.,Papier  ,Français,_,9 juillet 1691,Edit du roy.,Mauvais,"Factum ""Pièces émanant des rois de France. 1663-1750""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,Lettres patentes sur arrest du conseil.,Papier  ,Français,_,17 avril 1736,Lettres patentes sur arrest du conseil.,Mauvais,"Factum ""Pièces émanant des rois de France. 1663-1750""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Ranchin,Arrest du conseil d'estat du roy.,Fleurie,Français,"Paris, Simon Langlois",1692-1693-1694,Arrest du conseil d'estat du roy.,Mauvais,"Factum ""Pièces émanant des rois de France. 1663-1750""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Ranchin,Arrest du conseil d'estat du roy.,Papier,Français,_,31 juillet 1696,Arrest du conseil d'estat du roy.,Mauvais,"Factum ""Pièces émanant des rois de France. 1663-1750""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Goujon,Déclaration du roy.,Papier,Français,"Paris, Jacques Langlois",4 septembre 1696,Déclaration du roy.,Mauvais,"Factum ""Pièces émanant des rois de France. 1663-1750""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Goujon,Arrest du conseil d'état du roy.,Papier,Français,_,26 février 1697,Arrest du conseil d'état du roy.,Mauvais,"Factum ""Pièces émanant des rois de France. 1663-1750""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Goujon,Arrest du conseil d'estat du roy.,Papier,Français,"Paris, Pierre Baillard",5 mars 1697,Arrest du conseil d'estat du roy.,Mauvais,"Factum ""Pièces émanant des rois de France. 1663-1750""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Du Jardin,Armoiries arrest du conseil d'estat du roy.,Papier,Français,"Paris, Pierre Baillard",26 mars 1697,Armoiries arrest du conseil d'estat du roy.,Mauvais,"Factum ""Pièces émanant des rois de France. 1663-1750""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Du Jardin,Arrest du conseil d'estat du roy.,Papier,Français,_,27 mai 1698,Arrest du conseil d'estat du roy.,Mauvais,"Factum ""Pièces émanant des rois de France. 1663-1750""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Phelypeaux,Arrest du conseil d'état du roy.,Papier,Français,_,5 mai 1699,Arrest du conseil d'état du roy.,Mauvais,"Factum ""Pièces émanant des rois de France. 1663-1750""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,J. Prieur,Déclaration du roy.,Papier,Français,"Paris, François Muguet",28 avril 1702,Déclaration du roy.,Mauvais,"Factum ""Pièces émanant des rois de France. 1663-1750""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Regnier,Arrest du conseil d'état privé du roy.,Marron,Français,"Nancy, Dominique Gaydon","Tuesday, August 30, 1904",Arrest du conseil d'état privé du roy.,Mauvais,"Factum ""Pièces émanant des rois de France. 1663-1750""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Goujon,Edit du roy.,Papier,Français,"Metz, Brice Antoine",23 mars 1705,Edit du roy.,Mauvais,"Factum ""Pièces émanant des rois de France. 1663-1750""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Goujon,Arrest du conseil d'estat du roy.,Papier,Français,_,24 février 1711,Arrest du conseil d'estat du roy.,Mauvais,"Factum ""Pièces émanant des rois de France. 1663-1750""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Phelypeaux,Arrest du conseil d'estat du roy.,Papier,Français,_,24 février 1711,Arrest du conseil d'estat du roy.,Mauvais,"Factum ""Pièces émanant des rois de France. 1663-1750""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Gilbert,Arrest du conseil d'estat du roy.,Papier,Français,_,6 décembre 1717,Arrest du conseil d'estat du roy.,Mauvais,"Factum ""Pièces émanant des rois de France. 1663-1750""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Fleuriau,Extrait des registres du parlement. Le roy Louis XV.,Papier,Français,_,22 février 1723,Extrait des registres du parlement. Le roy Louis XV.,Mauvais,"Factum ""Pièces émanant des rois de France. 1663-1750""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Le Bon de Breuteuil,Arrest du conseil d'estat du roy.,Papier,Français,"Paris, Veuve Saugrain et Pierre Prault",20 février 1725,Arrest du conseil d'estat du roy.,Mauvais,"Factum ""Pièces émanant des rois de France. 1663-1750""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Bauhin et Delaruelle,Arrest du conseil d'état du roy.,Papier,Français,"Versailles, Ph. D. Pierre",20 juin 1788,Arrest du conseil d'état du roy.,Mauvais,"Factum ""Pièces émanant des rois de France. 1663-1750""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Baüyn,Extrait des registres du conseil d'état.,Papier,Français,"D'Houry, imprimeur du Duc d'Orléans",24 juillet 1734,Extrait des registres du conseil d'état.,Mauvais,"Factum ""Pièces émanant des rois de France. 1663-1750""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Brouet,Ordonnance du roy.,Papier,Français,_,1er mai 1735,Ordonnance du roy.,Mauvais,"Factum ""Pièces émanant des rois de France. 1663-1750""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,De Vougny,Déclaration du roy.,Papier,Français,"Metz, François Antoine",4 juin 1737,Déclaration du roy.,Mauvais,"Factum ""Pièces émanant des rois de France. 1663-1750""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Brouet,Arrest du conseil d'estat du roy.,Papier,Français,_,15 avril 1738,Arrest du conseil d'estat du roy.,Mauvais,"Factum ""Pièces émanant des rois de France. 1663-1750""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Evèque de Metz,Déclaration du roy.,Papier,Français,"Metz, François Antoine",13 septembre 1739,Déclaration du roy.,Mauvais,"Factum ""Pièces émanant des rois de France. 1663-1750""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Brouet,Arrest du conseil d'estat du roy.,Papier,Français,"Metz, Veuve et fils de Brice Antoine",31 janvier 1741,Arrest du conseil d'estat du roy.,Mauvais,"Factum ""Pièces émanant des rois de France. 1663-1750""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,Déclaration du roy.,Papier,Français,"Metz, François Antoine",5 mars 1741,Déclaration du roy.,Mauvais,"Factum ""Pièces émanant des rois de France. 1663-1750""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit  ,Humbert,Ordonnance du roy.,Papier,Français,_,20 juillet 1741,Ordonnance du roy.,Mauvais,"Factum ""Pièces émanant des rois de France. 1663-1750""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Duc de Belle-Isle,Déclaration du roy.,Papier,Français,"Metz, François Antoine",29 août 1741,Déclaration du roy.,Mauvais,"Factum ""Pièces émanant des rois de France. 1663-1750""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Phelypeaux,Arrest du conseil d'état du roy.,Papier,Français,_,25 mai 1760,Arrest du conseil d'état du roy.,Mauvais,"Factum ""Pièces émanant des rois de France. 1750-1785""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Dufranc,Ordonnance du roy.,Papier,Français,_,29 juillet 1760,Ordonnance du roy.,Mauvais,"Factum ""Pièces émanant des rois de France. 1750-1785""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Brouet,Edit du roy.,Papier,Français,_,"Tuesday, November 01, 1904",Edit du roy.,Mauvais,"Factum ""Pièces émanant des rois de France. 1750-1785""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Marie Thérèse,Edit du roy.,Papier,Français,"Metz, J-P Collignon","Thursday, November 03, 1904",Edit du roy.,Mauvais,"Factum ""Pièces émanant des rois de France. 1750-1785""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Cachedenier de Vassimon,Lettres patentes du roi.,Papier,Français,_,22 août 1769,Lettres patentes du roi.,Mauvais,"Factum ""Pièces émanant des rois de France. 1750-1785""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Duc de Choiseul,Arrest du conseil d'état du roy.,Papier,Français,_,11 juin 1770,Arrest du conseil d'état du roy.,Mauvais,"Factum ""Pièces émanant des rois de France. 1750-1785""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Dufranc,Edit du roy.,Papier,Français,_,26 juin 1770,Edit du roy.,Mauvais,"Factum ""Pièces émanant des rois de France. 1750-1785""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Morel,Lettres patentes du roi.,Papier,Français,_,29 juin 1770,Lettres patentes du roi.,Mauvais,"Factum ""Pièces émanant des rois de France. 1750-1785""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Brouet,Edit du roy.,Papier,Français,_,"Saturday, November 05, 1904",Edit du roy.,Mauvais,"Factum ""Pièces émanant des rois de France. 1750-1785""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Riocourt,(Double) Edit du roi.,Papier,Français,_,"Saturday, November 05, 1904",(Double) Edit du roi.,Mauvais,"Factum ""Pièces émanant des rois de France. 1750-1785""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Beurard,(Double) Edit du roi.,Papier,Français,_,"Saturday, November 05, 1904",(Double) Edit du roi.,Mauvais,"Factum ""Pièces émanant des rois de France. 1750-1785""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,F. Lacroix,(Double) Edit du roi.,Papier,Français,"Nancy, Veuve Charlot","Saturday, November 05, 1904",(Double) Edit du roi.,Mauvais,"Factum ""Pièces émanant des rois de France. 1750-1785""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Beurard,(Double) Edit du roi.,Papier,Français,"Nancy, Veuve Charlot","Saturday, November 05, 1904",(Double) Edit du roi.,Mauvais,"Factum ""Pièces émanant des rois de France. 1750-1785""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Beurard,(Double) Lettres patentes du roi.,Papier,Français,"Nancy, Veuve Charlot",20 mars 1772,(Double) Lettres patentes du roi.,Mauvais,"Factum ""Pièces émanant des rois de France. 1750-1785""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Beurard,(Double) Edit du roi.,Papier,Français,"Nancy, Veuve Charlot","Sunday, November 06, 1904",(Double) Edit du roi.,Mauvais,"Factum ""Pièces émanant des rois de France. 1750-1785""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Beurard,(Double ) Déclaration du roi.,Papier,Français,"Nancy, Veuve Charlot",28 mars 1772,(Double ) Déclaration du roi.,Mauvais,"Factum ""Pièces émanant des rois de France. 1750-1785""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Brouet,Déclaration du roy.,Papier,Français,"Nancy, Veuve Charlot",12 avril 1772,Déclaration du roy.,Mauvais,"Factum ""Pièces émanant des rois de France. 1750-1785""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Beurard,(Double) Lettres patentes du roi.,Papier,Français,"Nancy, Veuve Charlot",27 avril 1772,(Double) Lettres patentes du roi.,Mauvais,"Factum ""Pièces émanant des rois de France. 1750-1785""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Brouet,Déclaration du roy.,Papier,Français,"Nancy, Veuve Charlot",25 avril 1772,Déclaration du roy.,Mauvais,"Factum ""Pièces émanant des rois de France. 1750-1785""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Brouet,(Double) Lettres patentes du roi.,Papier,Français,"Nancy, Veuve Charlot",14 mars 1772,(Double) Lettres patentes du roi.,Mauvais,"Factum ""Pièces émanant des rois de France. 1750-1785""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Brouet,(Double) Edit du roi.,Papier,Français,"Nancy, Veuve Charlot","Sunday, November 06, 1904",(Double) Edit du roi.,Mauvais,"Factum ""Pièces émanant des rois de France. 1750-1785""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Brouet,Lettres patentes du roi.,Papier,Français,"Nancy, Veuve Charlot",15 décembre 1772,Lettres patentes du roi.,Mauvais,"Factum ""Pièces émanant des rois de France. 1750-1785""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Brouet,(Double) Edit du roi.,Papier,Français,"Nancy, Veuve Charlot",février 1773,(Double) Edit du roi.,Mauvais,"Factum ""Pièces émanant des rois de France. 1750-1785""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Brouet,(Double) Déclaration du roi.,Papier,Français,"Nancy, Veuve Charlot",6 mars 1773,(Double) Déclaration du roi.,Mauvais,"Factum ""Pièces émanant des rois de France. 1750-1785""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Le Febvre,(Double) Lettres patentes du roi.,Papier,Français,"Nancy, Veuve Charlot",mai 1773,(Double) Lettres patentes du roi.,Mauvais,"Factum ""Pièces émanant des rois de France. 1750-1785""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Beurard,Déclaration du roy.,Papier,Français,"Nancy, P. Antoine",22 mars 1773,Déclaration du roy.,Mauvais,"Factum ""Pièces émanant des rois de France. 1750-1785""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Brouet,Déclaration du roy.,Papier,Français,"Nancy, Veuve Charlot",26 mai 1774,Déclaration du roy.,Mauvais,"Factum ""Pièces émanant des rois de France. 1750-1785""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Beurard,Déclaration du roy.,Papier,Français,"Nancy, Veuve Charlot",1er mars 1775,Déclaration du roy.,Mauvais,"Factum ""Pièces émanant des rois de France. 1750-1785""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Beurard,Ordonnance du roy.,Papier,Français,"Nancy, Veuve Charlot",septembre 1775,Ordonnance du roy.,Mauvais,"Factum ""Pièces émanant des rois de France. 1750-1785""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Riocourt,(Double) Edit du roi.,Papier,Français,"Nancy, Veuve Charlot",septembre 1775,(Double) Edit du roi.,Mauvais,"Factum ""Pièces émanant des rois de France. 1750-1785""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Le Jay,Edit du roy.,Papier,Français,"Nancy, Veuve Charlot",26 septembre 1775,Edit du roy.,Mauvais,"Factum ""Pièces émanant des rois de France. 1750-1785""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Beurard,Lettres patentes du roi.,Papier,Français,"Paris, Ph. D. Pierre",12 janvier 1776,Lettres patentes du roi.,Mauvais,"Factum ""Pièces émanant des rois de France. 1750-1785""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Brouet,Déclaration du roy.,Papier,Français,"Nancy, Veuve Charlot",10 février 1776,Déclaration du roy.,Mauvais,"Factum ""Pièces émanant des rois de France. 1750-1785""","Rez-de-chausser, travée 24 (71)"
