id,id_texte,commentaires
372,372,372. Documents concernant la famille de Bassompierre. Don de M.G. Demeufve.
373,373,"373. Établissements religieux de Neufchateau. L'abbaye de Mureau, les prieurés de Chatenois, Saint.Blin dans leurs relations avec Neufchateau."
374,374,"374. Articles extraits de l'Abeille des Vosges,concernant l'origine et les antiquités de Neufchateau."
375,375,375. Armorial de Neufchateau.XIX°
376,376,376. Ville de Neufchateau.classement des maisons opéré en 1840.
377,377,377. Registre des recettes et dépenses de la confrérie de la charité de Neufchateau.1680-1733. Prov.Iverneau
378,378,378-379. Notes diverses concernant principalement la région de Neufchateau.
379,379,378-379. Notes diverses concernant principalement la région de Neufchateau.
380,380,380. La jacquerie de Neufchateau. (Prov.Iverneau).
381,381,381-383. Notes diverses sur Neufchateau.
382,382,381-383. Notes diverses sur Neufchateau.
383,383,381-383. Notes diverses sur Neufchateau.
384,384,"384. Etudes relatives aux églises, monuments et établissements divers de Neufchateau."
385,385,"385. Documents relatifs à l'histoire de Neufchateau et de sa région, dont le cahier de doléances de la noblesse en 1789."
386,386,386. 1 à 4. Notes sur Nancy et la Lorraine par Morius (compilé entre 1863 et 1875)
387,387,387. Notes diverses sur Nancy.
388,388,388. n° vacant
389,389,389. n° vacant
390,390,390. n° vacant
391,391,391. Notice historique dune famille de peintres
392,392,392. Florilège offert au cardinal de Lorraine
393,393,393. Procès entre le comte de Lutzelbourg et la communauté de Biberkirch. 1725.1744. Don du chanoine Lorrain.
394,394,394. Titres de propriété d'habitants de Fossieux et villages voisins. XVII° - XVIII°.
395,395,"395. Pièces diverses des XVII° et XVIII°, offertes en octobre 1892 par M. Petitmangin."
396,396,396. Dossier relatif au capitaine Louis Georges Lacroix 1814.1817.
397,397,397 et 397 bis. Titres de propriété de la famille Mathieu de Lixières XVII-XVIII°
398,398,398. Notes mss. et plaquettes imprimées concernant la famille Richier Provenant de Léon Germain.
399,399,"399. Notes sur le tombeau de Saint.Mansuy, les familles Maugiron, Lisseras, les tombeaux de l'église de Lenoncour de Marville, sur Liverdun, Florennes etc... Provenant de Léon Germain."
400,400,400. Lettres reçues par Henry de L'Isle et par Jules Marchal
401,401,401. Comptes des recettes et dépenses du prieuré de Saint Pierre de Relanges (Vosges fin XVIII)
402,402,402. Papiers réunis à Nancy au moment de la convocation des Etats.Généraux de 1789. Provenant au moins partiellement de Coster le citoyen.
403,403,403. Histoire du Comté de Bar et du marquisat de Pont.à.Mousson. XVIII. Donné par Emmanuel de L'Isle à Alcide Marot.
404,404,404. Cahier de comptes du receveur de l'hôpital de Nomény avec pièces annexes.1758.1821.
405,405,405. Analyse des registres du bailliage de Bourmont. Compilé au XIX. (XVI-XVIII)
406,406,"406. Dom Pothier,Fondeurs Lorrains.Gentilshommes de Laveline"
407,407,407. Correspondance d'Alcide Marot.
408,408,408. Cahier de chansons patoises appartenant à Dominique Piernot de Malleloy (canton de Nomény) 1854.
409,409,"409. Description de l'Attique,Provenant de Georges Goury. Chansons."
410,410,410. Diurnal à l'usage des religieux minimes 1750. Liste des religieux minimes de la province de Champagne de 1747 à 1783. Livre ayant appartenu à la bibliothèque des Jésuites de Nancy
411,411,"411. Vie de Jean Antoine Le Bégue. Comte de Germiny, chef des cadres des armées navales. 1727.1808. par le comte Marc le Bègue de Germiny, 1933 ."
412,412,412. Le Bailliage de Bassigny.
413,413,413. Notes prises par Edmond Bruwaert sur Callot et d'autre artistes contemporains (3 volumes).
414,414,"414. Pièces de comptabilité fournies par Jean François Charlot, caissier principal des subsistances militaires An II-An V."
415,415,"415. Tableaux d'histoire, par Louis Edme. (5 Généalogies et pièces diverses)"
416,416,"416. Liasse relative aux familles Lafize , Martz et Salmon XVIII-XIX."
417,417,417. Comité départemental de recherche et publication des documents économiques de la Révolution. Meurthe.et Moselle. Quelques procès verbaux de séances. Début XX° Provenant de Pierre Boyé.
418,418,418. Titres de la famille Brénon de Lunéville.
419,419,419. Titres de propriété de la famille de Busselot.
420,420,420. Legs du Général Petitbon.
421,421,"421. Titres de propriété de la famille de Marmier à Avrainville, Dainville, Seraumont, Pagny.la.Blanche.Côte (cf no 423)."
422,422,"422. Procès entre les religieux de Saint Epvre de Toul et Didelot, curé de Vaux.la.Grande.ca 1500, au baillage de Vitry.le.françois."
423,423,"423. CHARTRIER DE MARMIER/3 cartons et 6 liasses (cf. en outre le n° 421) /1. Dainville.aux.Forges (liasses) /2. Dainville.aux.Forges Procès entre le seigneur et les habitants au sujet des bois (classé par ordre chronologique), liasse/3. Forges de Dainville Liasse /4. Seigneurs de Germay. Bois de Trampot /5. Pagny.la.Blanche.Côte. carton/6. Avrainville. Carton /7. 1. Seraumont. Carton /7. 2. Seraumont liasse /8. Résidus et divers. Liasse."
424,424,424. Notes sur la famille de l'Isle par Alcide Marot
425,425,"425. Notes sur Champigneulles au canton de Bourmont XIX° et sur Haccourt, Doncourt etc....XVIII°"
426,426,426. Brainville et Graffigny/Correspondance et notes de M. Marchal 
427,427,"Notice sur le chevalier de l'Isle, extrait des papiers de Villenave. /Lettres du curé de Seraucourt./Correspondance de M. Jouve./Notes de bibliographie./Provenant de A.Marot,"
428,428,427. Notes d'Alcide Marot sur 19 localités voisines de Bourmont.
429,429,"428. Documents concernant la famille de Mercy,réunis par Edmond Piccavy, chef de bataillon du génie en retraite et légués par lui."
430,430,"429. CHARTRIER DE RUTANT/3 cartons. (il y a un classement par liasses annotées, mais pas d'inventaire) XVII-XVIII. Donné par la baronne de Joybert en 1885."
431,431,430. 4 registres. Procès.verbaux des séances du consistoire israélite de Nancy. An V. 1840. /Pièces diverses concernant le culte israélite.1806-1838 Collection d'affiches et d'imprimés concernant sur tout le consistoire à Nancy 1808-1832./Désignation des notables 1818-1843.
432,432,431. Huit chartes relatives à la seigneurie de Bayonville XIII-XVI
433,433,432. Registre des procès introduits devant le maire et justice de Marville XVII-XVIII.
434,434,"434. Copies de titres relatifs à la famille de Mandres,"
435,435,435. Collection de lettres adressées pour la plupart à l'érudit Henri de l'Isle de Jandheurs. XIX.
436,436,436. Etudes généalogiques provenant du cabinet de Henri de l'Isle. XIX°.
437,437,"437. Liasse de pièces relatives aux familles Menusier et Rousselot, léguées par la baronne de Saint.Julien."
438,438,"438. Tableaux généalogiques concernant les familles Peigny, Guyon, Guerrier de Dumast, Bazoche, Dumont de Tan timont, Marchal."
439,439,439. Recherches sur Solimariaca par l'Abbé Raoult mort en 1906.
440,440,440. Documents concernant les ascendants de la famille Larcher. Donnés par Mlle Larcher en sept. 1940.
441,441,"441. Recherche des nobles du clergé du duché de Bar, par Didier Richier dit Clermont. Legs R. de Souhesmes. 1902"
442,442,442. Recherches historiques sur Nijon par Alcide Marot.
443,443,443. Notes d'un érudit sur les familles du Bassigny. XIX°
444,444,444. Notes tirées par l'érudit Marchal des archives de Bourmont (Haute.Marne) et généalogies tirées de ces notes. XIX
445,445,445. Télégrammes officiels reçus à Nancy en 1914 et 1915 don de Léon Mirman.
446,446,446. Copies et documents recueillis par Louis Heitz
447,447,447. Oeuvres poétiques d'Alcide Marot.
448,448,"448. Documents, militaires XVII-XVIII°."
449,449,449. Documents concernant l'abbaye de Sainte.Marie.aux.Bois
450,450,450. n° vacant.
451,451,451. Etat du clergé de Nancy relatif au serment. Don de l'abbé Guillaume.
452,452,452. Papiers de l'érudit Box de Sarreguemines.
453,453,"453 . ""Minute de l'histoire de la Ville de Mirecourt, de l'ancienne abbaye de Poussay,et du village de Mattaincourt XIX°"
454,454,454. Minutes de l'étude Edmé.XIX°
455,455,455. Notes de minéralogie pour la connaissance des pierres gravées antiques.1836.
456,456,"456. Liste par ordre alphabétique des personnages lorrains dont il existe des portraits dans la collection de René Wiener.Catalogue de plans,cartes, gravures."
457,457,457. Papiers divers provenant de la famille Pierre de Sivry
458,458,458. Notes diverses sur Jeanne d'Arc. XIX° provenant d'Iverneau.
459,459,459. Notes sur l'histoire de la Mothe rédigées par Alcide Marot.
460,460,460 . Cahier de recettes et d'un habitant de Neufchateau XIX°
461,461,461. Pièces relatives aux dignités romaines du Cardinal Mathieu.
462,462,"462. Promenade à Clairlieu, abbaye ducale. Août 1838."
463,463,463. Répertoire de familles nobles dressé par Alcide Marot d'après Don Pelletier et des nobiliaires.
464,464,464. Petite anthologie illustrée sur la rose.
465,465,465. De l'antiquité de la gruerie de Vaudémont XVIII
466,466,466. Pièces diverses concernant Bourmont et venant probablement de l'érudit Marchal.
467,467,467. Divers provenant de la collection Simon (fondé de pouvoirs de la Banque Lévy).
468,468,468. Dossier d'Amerval.
469,469,469. Papiers concernant les atrocités allemandes pendant la guerre de 1914-1917. Don de Leon Mirman.
470,470,470. Titres d'une famille François établie dans la région de Longwy. XVII-XVIII°
471,471,471. Recherches sur le Ba?signy et sur quelques familles nobles (par Pariset?)
472,472,472. copies de lettres écrites ou reçues par Henri de l'Isle.(certaines en résumé)...
473,473,473. 25 cahiers de doléances dont la plupart en copies prises dans l'ouvrage de Ma tidal et Laurent.
474,474,474. Carte des Gaules.Documents et notes provenant d'Henriot agent.voyer en chef de la Meurthe.
475,475,475. Promenades antiques aux alentours de Château.Salins par J.A. Schmit.
476,476,476. Cahiers de chansons de charades et d'énigmes réunies par Alcide Marot.
477,477,477. Collection Germain de Maidy. Notes diverses sur le Conte de Vaudémont.
478,478,"478. Documents divers sur la Lorraine, les ducs, les institutions. XVII-XVIII°. Mémoires sur diverses questions. Fin XVIII°"
479,479,"479. Papiers Parisel donnés par Alcide Marot, concernant Malaincourt, Saint.Thiébaut, Brainville etc.... (une feuille d'inventaire)."
480,480,480. Copies de lettres de François de Neufchateau et de sa seconde femme à l'adresse de Poullain de Grandprey. Numismatique 1777-1805.
481,481,481. Notes sur les familles du Bassigny: Henrys et Pelgrin (originaires de Touraine).
482,482,482. Poésies du chevalier de l'Isle. Lettres de Mme du Deffand au chevalier de l'Isle (copies publiées) lettre du chevalier.
483,483,483-483 bis. papiers Chevelle. Notes sur la région de Vaucouleurs.
484,484,"484. Papiers Henri Lepage-/1-2-3- Correspondance/4- Cahiers d'étudiant, Philosophie- /5- carton/Notes sur les corps de métiers à Nancy/Charles III/Moyenvic/Diverses salines/Salonne/Dieuze/Vic/La peste à Metz/Marsal/Rosières/Description du duché de Lorraine par Thierry Alix de Veroncourt/Archives de Vezelise, Vic, Sarrebourg, Dieuze/Notes sur les peintres lorrains du XVIII°/Maréchaussée/Pièces trouvées dans des cartulaires/Offices des duchés de Lorraine et Barrois/Chateau-Salin-Amelecourt cartes/Sur l'organisation et les institutions militaires de la Lorraine - (imp)/Notes sur les communes (Préparation du dictionnaire topographique ?)/Les offices des duchés de Lorraine et de Bar et la maison des ducs de Lorraine (Mss)/6- carton/Foires de Lorraine/Inventaire du trésor de l'église Saint Nicolas de Port/L'Hôtel de la Monnaie/Recherches sur l'industrie en Lorraine - sur les de haras en L/Pouillé du diocèse de Verdun/Enquête au sujet de la guerre des Rustauds/Noms à donner à diverses rues et places de Nancy./Observations, sur le travail de la commission/La Lorraine Allemande/L'origine et les premiers temps de Nancy/Considérations générales sur l'histoire de la Lorraine/Etudes sur la Lorraine./Les gentilshommes de Laveline/Liverdun--Pouillé de Metz- Mélanges/7- carton/Le Palais ducal de Nancy (deux copies différentes)/La Chapelle du Bonsecours  Caveaux/Commanderies de l'ordre de Saint-Jean de Jérusalem en Lorraine/Recherches sur l'industrie en Lorraine et principalement dans le département de la Meurthe./Extrait concernant la Lorraine de la description des gites de minerai et des bouches à feu de la France par le baron de Dietrich - 1789./Statistiques sur les établissements religieux de Lorraine couvents d'hommes et de femmes, patrons et collateurs de bénéfices, abbayes, prieurés, préceptoreries et commanderies maladreries et hôpitaux, ermitages, chapelles et pélerinages collégiales, paroisses, archidiaconés etc./Jeanne d'Arc et la Lorraine-/Pouillé du diocèse de Toul, de Metz et notes./Changement de nom de quelques localités"
485,485,485. Papiers de la famille franc.comtoise Grignet.
486,486,"486. FONDS LANDRIAN/A-B-C- Don Grellet de la Deyte/Documents divers concernant la famille de Landrian et d'autres familles alliées à celle-ci, ou ayant eu des rapports avec elle--/1 - Famille Collin d'Angeville XVI° - XVIII, 2 liasses/2 - Famille Dorrain XVI° - XVIII, 1 liasses/3 - Fisson du Montet XVI° - XVIII, 2 liasses/4 - Famille Koeler XVI° - XVIII, 2 liasses/5 - Famille Landrian XVI° - XVIII, 3 liasses/6 - Famille  Mercier XVI° - XVIII, 1 liasses/7 - Famille Raulin XVI° - XVIII, 2 liasses/8 - Famille Simonnet de Vougécourt XVI° - XVIII, 2 liasses/B- Titres de propriété relatifs aux localités suivantes :/1°- Amgeville (can- Bulgnéville, Vosges) XVI-XVIII, 4 liasses/2°- Brin (can- Nomeny,M-M- XV-XVIII, 1 liasse/3°- Ceintrey (can-Haroué, M-M) XVIII, 1 liasse/4°- Graffigny, Chemin, Nijon, Ozières (Can-Bourmont, Hte Marne ) XVII-XVIII, 3 liasses/5° - Lusse (Can- Provenchères, Vosges et Ste Marie aux-Mines (Haut-Rhin) xVII-XVIII-- 1 liasse/6° - Maixe (can, Lunéville nord, M-M) - XVII-XVIII, 2 liasses/7°- Ormes (can-Haroué, M-M) · XVII-XVIII 1 liasse/8° - Outremecourt et lieux voisins (can- Bourmont Hte Marne) XVI-XVIII, 10 liasses/9° - Passavant (can-Jussey, Hte Saône ) XVI-XVIII, 1 liasse/10° - Rosampont (can-Neuilly-l'Evêque, Hte Marne) XVII-XVIII-1 liasse/11°- Soulaucourt (can-Bourmont, Hte Marne) XVÍI-XIX, 1 liasse/12°- Vaudémont(can-Vezelize, M-M) XVIII, I liasse/C- Autres documents,/1° Titres de la chapelle de Sainte-Croix érigée dans l'église Notre-Dame de la ville vieille de Nancy- en 1453- Arrêts rendus en 1707 et 1757-/2° Troisième registre de comptes de la gestion d'Etienne de Roncourt, sénéchal de la Mothe et Bourmont pour l'année 1588-/Imprimés/- Lot de documents concernant les périodes de la Révolution de l'Empire et de la restauration, dans le département de la Meurthe et à Nancy, 1 liasse/- Coutumes générales du duché de Lorraine, Nancy , Janson, 1596, in-4°/- Coutumes du bailliage de Troyes, par Pierre Pithou, Troyes Chevillot, 1609, in-4°/- Arrêts de la Cour,rendus de 1580 à 1611, Paris 1623, in-4/- Recueils d'anciens arrêts tirés des mémoires de feu Georges Loret, conseiller du roi, Paris, 1621, in-4°-/- Quatre livres des arrêts et choses jugées par la cour Anne Robert, Paris, 1627, in-4°/- Recueil de factums du XVIII°-in-4°/D- 1°- Documents photographiques; titres des familles Landrian,/Fisson du Montet, Four nier, XVII-XIX/Soutenance de la thèse de droit de Landrian/Biens nationaux ayant appartenu à la Famille Fisson du Montet/2°- Documents concernant la famille de Landrian/3°- Association paternelle des chevaliers de Saint-Louis autorisée en 1823-/Pièces relatives au collège électoral de département et d'arrondissement 1801-1822/Conseil d'arrondissement de Nancy/Cathédrale de Toul-Démêlés de l'évêque avec le duc Léopold-/Persécutions de Napoléon contre les français au service de l'Autriche-/4°- Divers et résidus"
487,487,487. n° vacant
488,488,488. n° vacant
489,489,489 Portail de la chapelle de N.D. de Liessse
490,490,"490. Tableau des notaires du département de la Meuse, mss. d'un opuscule imprimé à Bar.le.Duc en 1822"
491,491,491. Archives des Apothicaires de Nancy
492,492,492. Nobiliaire de Lorraine
493,493,493. Origines et Antiquités de Neufchateau
494,494,"494. Etat des effets de la duchesse Ossolinska, au 1er Janvier 1755 . Fait à Lunéville. Don de Mme Jacques ANDRE."
495,495,"495. Recueil des coutumes générales de l'évêché de Metz, achevé le 13 Février I601, Ex.libris Dupont de Romémont."
496,496,"496. Campagnes du Colonel Perrin, 1806-1813. Don de La prévôte"
497,497,"497. ""Les ancêtres de ma bisaieule Marguerite.Joséphine Klein de Kirschberg, femme de Jean.Charles de Maidy"" Prov.Germain de Maidy"
498,498,"498. Alliances et progrès de la Maison de Richard de Preuy seigneurs de Clervant. Par Richard, capitaine, prévôt et gruyer de Pont.à.Mousson.1645 , Ex.libris Des Robert.Joubert,"
499,499,"499. Recueil d'arrêts rédigés au XVIII° par M. de Serre, conseiller à la cour souveraine de Lorraine et Barrois, puis M. Feriet. Ex.libris G.Goury"
500,500,500. Historique du 69° régiment d'infanterie depuis 1672.
501,501,"501. ""A Monsieur Rémy, procureur général de Lorraine, sur son discours, par Florentin Thierriat, escuyer seigneur de Lochepierre."
502,502,"502. Registre des souscriptions pour l'histoire des villes de Nancy, Deb.XIX°"
503,503,"503. 1 et 2. Affaire de Vandeleville, 1899. Don Lucien ML Wiener."
504,504,"504. 1 et 2 . Notes et coupures de presse, concernant l'église de Bonsecours, réunies par Morius, plâtrier.stucateur ayant travaillé à sa restauration, 1864.1866"
505,505,"505 . Livre de raison de Claude Finot, né à Saint.Nicolas.de.Port avocat à la Cour souveraine de Lorraine demeurant à Dieuze (1680.1743)Il y relève la naissance de ses 17 enfants dont 9 sont morts en bas.âge. Le livre est ouvert à la page ou il relate la naissance de son 9° enfant. Marguerite, née le jeudi 14 Mars 1726. En face, indications météorologiques concernant l'année 1725 ""la plus détestable de toutes les années que jamais homme vivant alors que vieux ait jamais vue."
506,506,506. Généalogie Le Bègue de Girmont (D'Epinal et Mirecourt)
507,507,"507. Mémoire de 1743 à 1806, par Claude Tonne vieux, maréchal ferrant à Pray."
508,508,"508. Armorial des anoblis des ducs de Lorraine, composé vers 1634 (ordre chronologique des anoblissements) et continué pour le XVII°"
509,509,"509. ""Schat der Gebeden"".1767."
510,510,510. Notes de Dupont de Romémont sur les monnaies lorraines et particulièrement sur la monnaie de Metz.
511,511,"511. Affaire Jacquot.Germain.Pfister.Cahier mss.de J. Favier. Bibliographie imprimée des oeuvres de Jacquot. Coupures de presse,"
512,512,"512. Recueil d'épitaphes, d'inscriptions, etc... qui ont été composées, posées pour des tombeaux, monuments, événements, etc... à Verdun sur Meuse. XVIII°"
513,513,"513. Journal de Mme de Chateaufort (XVIII), copie."
514,514,514. n° vacant
515,515,"515. Extrait de l'ouvrage de M. Rémy , procureur général de Lorraine où il traite les questions de l'état civil de Lorraine d'après les ordonnances. Curieux (sur l'entrevue de Gorze)"
516,516,"516. Divers renseignements sur Neufchateau, concernant l'église, l'abbaye, les couvents etc"
517,517,"517. Tableau des établissements religieux et hospitaliers du diocèse de Nancy, en 1778."
518,518,"518. Création du département de la Meurthe ? extrait du procès.verbal de l'assemblée. Tableaux et carte de la division en arrondissements, cantons, et paroisses"
519,519,"519. Notice historique et généalogique sur la famille de Warren sur ses établissements successifs en Angleterre en Irlande, en Lorraine et en Toscane. Lithographie de Christophe."
520,520,"520. Coutumes générales des trois bailliages de Lorraine, Nancy, Vosges et Allemagne."
521,521,521. Description des sièges de la Mothe. Don d'A.Marot
522,522,522. Instruction pour les trois premiers grades du maçon.
523,523,"523. Dissertation sur l'opiat philosophique surnommé divin, fait en 1773."
524,524,524. n° vacant
525,525,525. Ecole militaire spéciale 1° année d'études. programmes Mss.Gaucher
526,526,"526. Traité des Eglises T.4. Obsèques, tombeaux.et mausolées par Augustin Charles Piroux, architecte juré de Nancy et lieutenant de police à Lunéville. 1789"
527,527,"527. Les vieilles forges du nord du duché de Bar. Par Camille Mathieu, ancien directeur de la mine de Moulaine."
528,528,"528. Les origines de la Franc Maçonnerie dans les Vosges. Par Jean Bossu, membre de la société d'Archéologie Lorraine. Première partie 1768-1804."
529,529,"529. Quatre dossiers concernant les juifs de Lorraine/Achats par Cerf et Goudchaux, marchands juifs./Prêt à fond perdu à la communauté juive de Nancy /Mémoires pour les Juifs de Metz sous Louis XV, droits de séjour."
530,530,"530. Archéologie, Notes de Chatelain et Cournault"
531,531,"531. Manuscrits de Louis Bertrand, Philippe II et l'Escorial. Ma Lorraine."
532,532,"532. ""Livre d'essais et de compositions"": Cahier contenant le détail des préparations effectuées. de Janvier 1798 à 1835, chez Vesque, pharmacien, 29, Place Carrière à Nancy, et ses prédécesseurs."
533,533,533. Notes diverses prises par Gaucher de Neufchâteau.
534,534,534. Chr. Pfister; leçons publiques sur l'histoire de Nancy
535,535,535. Essai sur Varennes par Carré de Malberg.
