N° épi,N° travée,N° tablette,Auteur,Titre,Année,Cote,Etat,métrage ou commentaire,Carton
45,1,0,,Jeanne d'Arc de Millet de Marcilly,,Non côté,bon,,89
45,1,0,NETTE H.,Jeanne d'Arc,1977,Non côté,bon,,89
45,1,0,DUFF M. et HOPE N.,Jehanne: La merveilleuse épopée de Jeanne d'Arc,,Non côté,bon,,89
45,1,0,KLEIN J. (Dr),Jeanne d'Arc: Drama in fünf Akten mit lebenden Bildern und Chören,1921,Non côté,bon,,89
45,1,0,PARKET L.-N.,Le Lys de France - Jeanne d'Arc,1936,Non côté,bon,,89
45,1,0,SCHILLER C. F.,Dramas: Guillermo Tell - Maria Estuardo - La Doncella de Orleans,1881,Non côté,bon,,89
45,1,0,,Revue des deux mondes - tome 54,1882,Non côté,bon,,89
45,1,0,,Jeanne d'Arc à Vaucouleurs,1893,Non côté,bon,,89
45,1,0,BATAILLE H.,"Le départ de Jeanne d'Arc, ou comment la pucelle prêcha sa croisade",1945,Non côté,moyen,,89
45,1,0,CLAESSENS A.,Jeanne d'Arc: Dossiers contemporains,1976,Non côté,bon,,89
45,1,0,,Histoire de Jeanne d'Arc dictée par elle-même à Ermance Dufaux agée de 14 ans,1860,Non côté,bon,,89
45,1,0,WALLON H.,Jeanne d'Arc,1869,Non côté,bon,,89
45,1,0,MARTIN H.,Jeanne d'Arc,1862,Non côté,bon,,89
45,1,0,,"Vies dictées d'outre-tombe à Ermance Dufaux - Jeanne d'Arc, par elle-même",1855,Non côté,bon,,89
45,1,0,MORVAN L.,"Jeanne d'Arc: sa mission, sa vie, sa mort",1884,Non côté,bon,,89
45,1,0,GRAYEFF F.,Joan of Arc: Legends and Truth,1978,Non côté,bon,,89
45,1,0,BATTAGLIA E.,Giovanna d'Arco,1909,Non côté,bon,,89
45,1,0,ZÜRCHER J.,"Jeanne Darc. Vom psychologischen und psychopathologischen Standpunkte aus, Eine Studie",1894,Non côté,bon,,89
45,1,0,LAMOND J.,Joan of Arc and England,,Non côté,bon,,89
45,1,0,BIGELOW PAINE A.,Joan of Arc Maid of France V. 2,1925,Non côté,bon,,89
45,1,0,PRUTZ H.,Studien zur Geschichte der Jungfrau von Orléans,1913,Non côté,bon,,89
45,1,0,MAHRENHOLTZ R.,"Jeanne Darc in Gelchichte, Legende, Dichtung auf Grund neuerer forichung",1890,Non côté,bon,,89
45,1,0,LINCK A.,Jeanne d'Arc (en langue danoise),1915,Non côté,bon,,89
45,1,0,JEPSEN M.,Jeanne d'Arc: Jomfruen fra Orleans,1908,Non côté,bon,,89
45,1,0,LOWELL F. C.,Joan of Arc,1896,Non côté,bon,,89
45,1,0,OLIPHANT (Mrs),Jeanne d'Arc: her life and death,1896,Non côté,bon,,89
45,1,0,BIGELOW PAINE A.,Joan of Arc Maid of France V. 1,1925,Non côté,bon,,89
45,1,0,SEPET M.,Le Drame Chrétien au Moyen Age,1878,Non côté,bon,,89
45,1,0,VEYRET-LOGERIAS G.,La Bombarde - drame Johannique,1979,Non côté,bon,,89
45,1,0,BURK J.,Female patriotism for the death of Joan d'Arc,1798,Non côté,bon,,89
45,1,0,BERGMAN I.,Ma vie,1980,Non côté,bon,,89
45,1,0,BISSIEU E.,"Jeanne d'Arc, Tragédie en cinq Actes et en vers",1905,Non côté,moyen,,89
45,1,0,SCHLEGEL F.,Geschichte der Jungfrau von Orleans,1802,Non côté,bon,,89
45,1,0,WALLIS C.,Jeanne d'Arc,1917,Non côté,bon,,89
45,1,0,,livre japonais,1884,Non côté,bon,,89
45,1,0,CLAVEL M.,La Grande Pitié du Royaume de France,1966,Non côté,bon,,89
45,1,0,BEAUFILS M.,Le mystère de Sainte Jeanne d'Arc,1946,Non côté,bon,,89
45,1,0,RENARD A.,"Jeanne d'Arc ou la fille du peuple au Xvè siècle: drame, histoire et critique",1851,Non côté,moyen,,89
45,1,0,DUCOUSSO (abbé),"Jeanne d'Arc, drame chrétien et patriotique",1910,Non côté,moyen,,89
45,1,0,DALLIERE J.,La mission de Jeanne d'Arc,1889,Non côté,moyen,,89
45,1,0,VERMOREL C.,Jeanne avec nous,1942,Non côté,bon,,89
45,1,0,PICHERIT L.,Jeanne d'Arc à Rouen,1893,Non côté,bon,,89
45,1,0,GOYET J. A.,Jehanne d'Arc et les routiers au siège d'Orléans,1965,Non côté,bon,,89
45,1,0,VEYRIES (abbé),"Jehanne, drame lyrique en un acte en vers",,Non côté,bon,,89
45,1,0,DUBARRY E.,"Jeanne d'Arc, drame en 5 actes",1908,Non côté,bon,,89
45,1,0,DUFRENOIS M.,Jeanne d'Arc qui revient sauver la France et le XXème Siècle d'après une antique prophétie,1935,Non côté,bon,,89
45,1,0,D'ORLEANS T.,"Jeanne d'Arc, drame",1894,Non côté,bon,,89
45,1,0,PASTEUR C.,"Les deux Jeanne d'Arc, enquête et débat",1962,Non côté,bon,,89
45,1,0,St ETIENNE J.,La mission de Sainte Jeanne d'Arc,,Non côté,bon,,89
45,1,0,DE MARTHOLD J.,"La bonne Lorraine, chronique nationale",1908,Non côté,bon,,89
45,1,0,PLANCHON R.,Gilles de Rais l'Infame,1975,Non côté,bon,,89
45,1,0,FALMAGNE M.,Jeanne aux Fers,1964,Non côté,bon,,89
45,1,0,LEPAGE A.,Jeanne Fille de France ?,1961,Non côté,bon,,89
45,1,0,LEPAGE A.,Jeanne Fille de France ?,1961,Non côté,moyen,,89
45,1,0,GILBERT L.,"Jeanne d'Arc, pièce en cinq actes",1963,Non côté,bon,,89
45,1,0,CRESSOT E.,"Jeanne d'Arc, drame en cinq actes",1841,Non côté,bon,,89
45,1,0,SCHWOB R.,Mistère de Jeanne d'Arc ou les Deux Eglises,1946,Non côté,bon,,89
45,1,0,JABOULEY M.-A.,"Jehanne d'Arc, rédemption de la France",1977,Non côté,bon,,89
45,1,0,C. DE M.,"La Bienheureuse Jeanne d'Arc, drame en trois tableaux",,Non côté,bon,,89
45,1,0,IMBERT J.,"Jeanne d'Arc, drame historique en 6 tableaux",,Non côté,moyen,,89
45,1,0,DONCOEUR P.,Jeanne d'Arc,1949,Non côté,moyen,,89
45,1,0,MUSNIER S. et DE METZ J.,Jeanne et France,1896,Non côté,moyen,,89
45,1,0,MARCOU A.,La Cathédrale de Soi-Même,1931,Non côté,bon,,89
45,1,0,MESTRE J.-B.,Jehanne chez ses bons amys de Compiègne,1945,Non côté,bon,,89
45,1,0,JACKSON D.,"Jeanne d'Arc, tragédie en trois actes et en mille vers",1909,Non côté,bon,,89
45,1,0,POTTECHER M.,"La passion de Jeanne d'Arc, drame en 5 actes",1904,Non côté,bon,,89
45,1,0,BRUYEZ R.,Jeanne et la vie des autres,1938,Non côté,bon,,89
45,1,0,MIOT (abbé),"Jeanne d'Arc à Nancy, drame en trois actes",1925,Non côté,bon,,89
45,1,0,BAUDOT J.,La mission et le martyre de Jeanne d'Arc,1913,Non côté,bon,,89
45,1,0,DEL SARTO A.,Le mystère de Jeanne d'Arc en 1 prologue et 5 actes avec churs et orchestre,1961,Non côté,bon,,89
45,1,0,DE SIRVEY G.,"Martyre et Délivrance, poème dramatique national",1878,Non côté,bon,,89
45,1,0,OGER J. (abbé),"La Bienheureuse Jeanne d'Arc, drame historique",1909,Non côté,bon,,89
45,1,0,MEIFRED-DEVALS A.,"Jeanne d'Arc pucelle de Dieu, mystère en 6 actes",1935,Non côté,bon,,89
45,1,0,GAY D.,La Vision,1825,Non côté,moyen,,89
45,1,0,FELS A.,Le Jeu de la Pucelle,1936,Non côté,bon,,89
45,1,0,FELS A.,Le Jeu de la Pucelle,1946,Non côté,bon,,89
45,1,0,BABEAU E. A.,"La Marche au Couronnement: Jeanne d'Arc, Troyes, 1429",1929,Non côté,bon,,89
45,1,0,PREMIER J.-A. (abbé),"Jeanne d'Arc, drame patriotique et religieux",1877,Non côté,moyen,,89
45,1,0,JOIN,"Jeanne d'Arc, Mystère en cinq actes et 14 tableaux",1909,Non côté,bon,,89
45,1,0,ARNAUD S.,"Jeanne d'Arc, drame en vers",1896,Non côté,bon,,89
45,1,0,FURGERAY R.,"Jeanne d'Arc, Reine de France",1908,Non côté,moyen,,89
45,1,0,JOUBERT,"Jeanne d'Arc, tragédie en cinq actes et en vers avec churs",1895,Non côté,bon,,89
45,1,0,DE ZAMORA A.,La Poncella de Orleans,1763,Non côté,bon,,89
45,1,0,JOUBERT,"Jeanne d'Arc, tragédie en cinq actes et en vers avec churs",1895,Non côté,bon,,89
45,1,0,MATHIEU J.-C.,"La mort de Jeanne d'Arc, tragédie en cinq actes",1932,Non côté,bon,,89
44,1,0,MAROT P.,Le pays de Jeanne d'Arc,1951,Non côté,bon,,90
44,1,0,,La maison natale de Jeanne d'Arc,1976,Non côté,bon,,90
44,1,0,BAUSSAN C.,Domremy,1932,Non côté,bon,,90
44,1,0,MAROT P.,Jeanne die gute Lothringerin in Domremy,1981,Non côté,bon,,90
44,1,0,MAROT P.,Joan the good Lorrainer at Domremy,1981,Non côté,bon,,90
44,1,0,MAROT P.,"Jeanne la bonne lorraine à Domrémy: la marche de la Haute-Meuse, la mission de Jeanne d'Arc, souvenir et culte de l'héroïne dans son Pays",1981,Non côté,bon,,90
44,1,0,,Guide-Manuel du pèlerin,1913,Non côté,bon,,90
44,1,0,LEVEQUE le C.,La Basilique du Bois-Chenu et nos Evèques,1939,Non côté,bon,,90
44,1,0,,"Mémoires de la société des lettres, sciences et arts de Bar-le-Duc, tome VIII",1890,Non côté,bon,,90
44,1,0,DEBOUT H.,Histoire admirable de la Bienheureuse Jeanne d'Arc,1909,Non côté,moyen,,90
44,1,0,DEBOUT H.,"Jeanne d'Arc, la Grande Histoire Illustrée",1905,Non côté,moyen,,90
44,1,0,MARTIN H.,Jeanne d'Arc,,Non côté,bon,,90
44,1,0,,Les monuments érigés à Rouen à la mémoire de Jeanne d'Arc,,Non côté,bon,dans une pochette,90
44,1,0,,La Semaine Religieuse du Diocèse de Rouen N° 26,1892,Non côté,bon,90,
44,1,0,,Fête de l'inauguration du Monument de Jeanne d'Arc à Bonsecours,1892,Non côté,bon,90,
44,1,0,,Rouen-Artiste N° 67,,Non côté,bon,90,
44,1,0,,Le Patriote de Normandie N°183,1892,Non côté,bon,90,
44,1,0,BENOIT A.,Les Ex-libris anciens aux armes de Jeanne d'Arc,1894,4°V 1,bon,,90
44,1,0,BARRES M.,Le Jubilé de Jeanne d'Arc orné de six compositions d'Angel,1912,Non côté,bon,,90
44,1,0,BIMBENET E.,Histoire de la ville d'Orleans Tome 1,1976,Non côté,bon,,90
44,1,0,BIMBENET E.,Histoire de la ville d'Orleans Tome 2,1976,Non côté,bon,,90
44,1,0,BIMBENET E.,Histoire de la ville d'Orleans Tome 3,1976,Non côté,bon,,90
44,1,0,BIMBENET E.,Histoire de la ville d'Orleans Tome 4,1976,Non côté,bon,,90
44,1,0,BIMBENET E.,Histoire de la ville d'Orleans Tome 5,1976,Non côté,bon,,90
44,1,0,HARMAND A.,"Jeanne d'Arc, ses costumes, son armure",1929,Non côté,bon,,90
44,1,0,DE LIOCOURT (col.),La Mission de Jeanne d'Arc Tome 1: Le Plan d'Action,1974,Non côté,bon,,90
44,1,0,DE LIOCOURT (col.),La Mission de Jeanne d'Arc Tome 2: L'Execution,1981,Non côté,bon,,90
44,1,0,,"Mémoires de la société des lettres, sciences et arts de Bar-le-Duc, tome X",1901,Non côté,bon,,90
44,1,0,GULSSARD P. et DE CERTAIN E.,Documents inédits sur l'Histoire de France: le Mistère du siège d'Orléans,1862,Non côté,bon,,90
44,1,0,LAGNY M.,Culte et image de Jeanne d'Arc en Lorraine 1870-1921 Tome 1,1973,Non côté,bon,,90
44,1,0,MAROT P.,Le culte de Jeanne d'Arc à Domremy: Son origine et son développement,1956,Non côté,bon,,90
44,1,0,DE BRAUX G.,Ex-libris aux armes de la famille de Jeanne d'Arc,1902,Non côté,bon,,90
44,1,0,BENOIT A.,Les Ex-libris anciens aux armes de Jeanne d'Arc,1894,Non côté,bon,,90
44,1,0,,La Merveilleuse histoire de Jeanne d'Arc racontée par l'image,1919,Non côté,bon,,90
44,1,0,POULLIN M.,L'Héroine de Domremy,,Non côté,moyen,,90
44,1,0,LAGNY M.,Culte et image de Jeanne d'Arc en Lorraine 1870-1921 Tome 1,1973,Non côté,bon,,90
44,1,0,JOLLOIS M.,Histoire abrégée de la vie et des exploits de Jeanne d'Arc,1821,Non côté,bon,,90
44,1,0,BROUFFON J.-J.,"Jeanne d'Arc, son histoire racontée pour la jeunesse et illustrée dans le goût du quinzième siècle par Sigismond Olesiewick",1928,Non côté,bon,,91
44,1,0,,Images de Jeanne d'Arc,1979,Non côté,bon,,91
44,1,0,EDMEE M.,Histoire de Notre Petite Sur Jeanne d'Arc,1873,Non côté,bon,,91
44,1,0,CHAPELAIN,"La Pucelle ou la France Délivrée, poème héroique",1656,Non côté,moyen,,91
44,1,0,RICHARDET A.,A la Sainte de la Patrie Jeanne d'Arc,1920,Non côté,mauvais,,91
44,1,0,LEPAGE H.,Jeanne Darc est-elle Lorraine ?,1852,Non côté,moyen,,91
44,1,0,RENARD A.,Jeanne d'Arc était-elle Française ?,1852,Non côté,moyen,,91
44,1,0,LEPAGE H.,Jeanne Darc est-elle Lorraine ?,1855,Non côté,moyen,,91
44,1,0,RENARD A.,Jeanne d'Arc était-elle Française ?,1855,Non côté,moyen,,91
44,1,0,HENRY J.-F.,Jeanne d'Arc et son pays natal,1976,Non côté,bon,,91
44,1,0,REMOIS J.,Jeanne La Lorraine est-elle champenoise ?,,Non côté,moyen,,91
44,1,0,,"Jeanne d'Arc, récit historique et critique de sa mission, présenté sous forme dramatique en sept journées et en vers libres",1861,Non côté,moyen,,91
44,1,0,DROZ E. et THIBAULT G.,Poètes et Musiciens du Xvème siècle,1928,Non côté,moyen,,91
44,1,0,COURCELLE P.,Mémoires de l'Académie des Inscriptions et Belles-Lettres Tome III: Nouveaux documents inédits de Sully-Sur-Loire(1364-1500),1978,Non côté,bon,,91
44,1,0,BARON G.,"Sainte Jeanne d'Arc, Libératrice et Patronne de la France: Oratorio en 4 parties",1920,Non côté,moyen,,91
44,1,0,,Divers origine Jeanne d'Arc,,Non côté,bon,,91
44,1,0,,"Le Dernier Jour de Trois Héroines Chrétiennes: Jeanne d'Arc, Marie-Stuart et Marie-Antoinette",1896,Non côté,bon,,91
44,1,0,RICHAULT G.,Histoire de Chinon,1926,Non côté,moyen,,91
44,1,0,MAROT P.,"Jeanne la bonne lorraine à Domrémy: la marche de la Haute-Meuse, la mission de Jeanne d'Arc, souvenir et culte de l'héroïne dans son Pays",1980,Non côté,bon,,91
44,1,0,MAROT P.,"Jeanne la bonne lorraine à Domrémy: la marche de la Haute-Meuse, la mission de Jeanne d'Arc, souvenir et culte de l'héroïne dans son Pays",1980,Non côté,bon,,91
44,1,0,MAROT P.,"Jeanne la bonne lorraine à Domrémy: la marche de la Haute-Meuse, la mission de Jeanne d'Arc, souvenir et culte de l'héroïne dans son Pays",1980,Non côté,bon,,91
44,1,0,MAROT P.,"Jeanne la bonne lorraine à Domrémy: la marche de la Haute-Meuse, la mission de Jeanne d'Arc, souvenir et culte de l'héroïne dans son Pays",1980,Non côté,bon,,91
44,1,0,,Memorial des fêtes du Vème centenaire de Jeanne d'Arc à Rouen,1931,Non côté,moyen,,91
44,1,0,MELNOTTE (abbé),Notice historique sur Scarpone et Dieulouard,1895,Non côté,moyen,,91
44,1,0,DANSIN H.,Histoire du gouvernement de la France pendant le règne de Charles VII,1858,Non côté,bon,,91
44,1,0,,Les Marches de l'Est N° 21,1911-1912,Non côté,moyen,,91
44,1,0,,Semaine Jeanne d'Arc de Nancy,1954,Non côté,bon,,91
44,1,0,,Les amis de Jhesus Maria Jeanne d'Arc N° 96,1979,Non côté,bon,,91
44,1,0,,Promenades Neufchâteloises en France - Beaufremont,1907,Non côté,bon,,91
44,1,0,,Jeanne d'Arc (images),,Non côté,moyen,,91
44,1,0,HERLUISON H.,Photographie de la fresque représentant Jeanne d'Arc à la cathédrale San Behone de Bologne,1898,Non côté,bon,,91
44,1,0,,"Photographie du manuscrit de Sabadiro de li friestri 'Gynevera de lo clare Donre', photo du maniscrit aux archives d'Etat de Bologne",1971,Non côté,bon,dans une pochette,91
44,1,0,,"Reinois en fête, Inauguration de la statut de Jeanne d'Arc",1896,Non côté,bon,,91
44,1,0,JACOMET D.,"Jehanne d'Arc, 45 documents originaux et iconographique",,Non côté,bon,,91
44,1,0,,A la Sainte de la Patrie Jeanne d'Arc,1920,Non côté,bon,,91
44,1,0,MISSET E.,Un double contre-sens ou le prétendu blason de Jeanne d'Arc et sa prétendue devise Vive Labeor,1897,Non côté,bon,,91
44,1,0,MISSET E.,Un contre-sens ou la croix de Lorraine dans la basilique de Domremy,1896,Non côté,bon,,91
44,1,0,MISSET E.,"Jeanne d'Arc champenoise, réponse à sa grandeur Monseigneur Turinaz",1899,Non côté,bon,,91
44,1,0,,Académie des inscriptions,1888,Non côté,bon,,91
44,1,0,MATHIAS,L'origine de Jeanne d'Arc,1888,Non côté,bon,,91
44,1,0,,Jeanne d'Arc est-elle française ?,1888,Non côté,bon,,91
44,1,0,CHAPELLIER J.-C.,Etude sur la véritable nationalité de Jeanne d'Arc,1870,Non côté,bon,,91
44,1,0,LONGUEVILLE F. (chanoine),La famille paternelle de Jeanne d'Arc est-elle originaire d'Arc-en-Barrois?,1958,Non côté,bon,,91
44,1,0,,La semaine religieuse historique et littéraire de la Lorraine N° 1,1895,Non côté,bon,,91
44,1,0,MISSET E.,"Jeanne d'Arc Champenoise, réponse à M. Ch. Petit-Dutaillis",1898,Non côté,bon,,91
44,1,0,MISSET E.,La nationalité de Jeanne d'Arc et celle de St Pierre Fourier,1898,Non côté,bon,,91
44,1,0,MISSET E.,"Réponse à M. Poinsignon, lettres",1895,Non côté,bon,,91
44,1,0,JEHET M.,"La nationalité de Jeanne d'Arc, réponse à M. l'abbé E. Misset",1895,Non côté,bon,,91
44,1,0,CHAPELIER,Sur la véritable nationalité de Jeanne d'Arc,1885,Non côté,bon,,91
44,1,0,MISSET E.,"Jeanne d'Arc champenoise, deuxième réponse à l'abbé Hote",1895,Non côté,bon,,91
44,1,0,,Vème centenaire de Jeanne d'Arc à Rouen,1931,Non côté,bon,,91
44,1,0,PEGUY C.,Le mystère de la charité de Jeanne d'Arc,,Non côté,bon,,91
44,1,0,BETINAS M.,La chevauchée de Jeanne d'Arc,1979,Non côté,bon,,91
44,1,0,,Fêtes religieuses du Vème centenaire de la Mort de Sainte Jeanne d'Arc,1931,Non côté,bon,,91
44,1,0,BURNAND R.,Reims la Cathédrale,,Non côté,bon,,91
44,1,0,MARCHAND J.,Le Procès de condamnation de Jeanne d'Arc,,Non côté,,emprunté (2000),
44,1,0,DE FONT-REAULX,Jeanne d'Arc,,Non côté,bon,,92
44,1,0,LAUNAY J.-B.,"Histoire de Jeanne d'Arc surnommée la pucelle d'Orléans, première partie",1857,Non côté,bon,manuscrit,92
44,1,0,DEVILLERS A.,Jeanne d'Arc,,Non côté,bon,,92
44,1,0,BARRES M.,Le Jubilé de Jeanne d'Arc orné de six compositions d'Angel,1912,Non côté,bon,,92
44,1,0,,Jeanne d'Arc en son temps (japonais),1982,Non côté,bon,,92
44,1,0,HAVARD O.,Les femmes illustres de la France,1886,Non côté,bon,,92
44,1,0,GHEUSI P.-B.,L'Ame de Jeanne d'Arc,1895,Non côté,bon,,92
44,1,0,,"Canonizationis Beatae Ionnae de Arc, Virginis Aurelianensis Puellae nuncupatae, Altera Positio Super Miraculis",1914,Non côté,bon,,92
44,1,0,,"Canonizationis Beatae Ionnae de Arc, Virginis Aurelianensis Puellae nuncupatae, Nova Altera Positio Super Miraculis",1917,Non côté,bon,,92
44,1,0,,"Canonizationis Beatae Ionnae de Arc, Virginis Aurelianensis Puellae nuncupatae, Positio Super Miraculis",1913,Non côté,bon,,92
44,1,0,,"Canonizationis Beatae Ionnae de Arc, Virginis Aurelianensis Puellae nuncupatae, Altera Nivissima Positio Super Miraculis",1919,Non côté,bon,,92
44,1,0,,"Canonizationis Beatae Ionnae de Arc, Virginis Aurelianensis Puellae nuncupatae, Positio Super Introductione Causae",1893,Non côté,bon,,92
44,1,0,LELONG J.,"Bibliothèque Historique de la France, contenant le Catalogue des Ouvrages, imprimés & manuscrits, qui traitent de l'Histoire de ce Royaume, ou qui y ont rapport, avec des notes critiques et historiques; tome Second",1769,Non côté,bon,,92
44,1,0,,"A Jeanne d'Arc, hommage national, Vème centenaire",1931,Non côté,bon,,92
44,1,0,DOREZ L.,Notice sur un recueil de poésie latines et un portrait de l'humaniste Véronais Léonardo Montagna,1913,Non côté,bon,,92
44,1,0,LE NORDEZ,"Jeanne d'Arc racontée par l'image d'après les sculptures, les gravures et les peintures",1898,Non côté,bon,,92
44,1,0,GUERIN P. et LOLIEE F.,Jeanne d'Arc,1895,Non côté,bon,,92
44,1,0,VAUCELLE E.,La Bienheureuse Jeanne d'Arc,1900,Non côté,bon,,92
44,1,0,LAUNAY J.-B.,"Histoire de Jeanne d'Arc surnommée la pucelle d'Orléans, deuxième livre",1857,Non côté,bon,,92
44,1,0,,Livres et documents en double,,Non côté,bon,dans une pochette,93
44,1,0,LOUGET H.,Jeanne d'Arc devant Paris,1925,Non côté,bon,,92
44,1,0,CLAUDEL P.,Jeanne d'Arc au bucher,1935,Non côté,bon,,92
44,1,0,MORTIER R.,Jehanne,,Non côté,bon,,93
44,1,0,,Jeanne d'Arc vous parle,1967,Non côté,bon,,93
44,1,0,DE VILLEFOSSE H.,Jeanne d'Arc,1936,Non côté,bon,,93
44,1,0,MONTET C.-E.,La Bienheureuse Jeanne d'Arc,1909,Non côté,bon,,93
45,3,0,MORAND F.,Chronique de Jean Le Fèvre de Saint-Rémy tome I,1876,Non côté,moyen,,95
45,3,0,MORAND F.,Chronique de Jean Le Fèvre de Saint-Rémy tome II,1881,Non côté,moyen,,95
45,3,0,,Corpus Chronicorum Flandriae,,Non côté,moyen,,95
45,3,0,DE MOLANDON B.,La délivrance d'Orléans et l'institution de la fête du 8 mai,1883,Non côté,moyen,,95
45,3,0,,Un recteur de l'Université de Paris au Xvème siècle,1900,Non côté,bon,,95
45,3,0,THIBAULT M.,"Isabeau de Bavière, Reine de France: La jeunesse (1370-1405)",1903,Non côté,moyen,,95
45,3,0,CHAVELOT B.,Isabeau de Bavière ou l'épouse d'un roi fou,1965,Non côté,bon,,95
45,3,0,MOULIERAC-LAMOUREUX R.-L. (Dr),Le Roi René ou les Hasards du Destin (1409-1480),1980,Non côté,bon,,95
45,3,0,CHAMPION P.,"Notes sur Jeanne d'Arc IV-V: Frère Thomas Couette - Le Complot de Louis d'Ambroise, d'André de Beaumont et d'Antoine de Vivonne",1910,Non côté,bon,,95
45,3,0,MOUGEL D. A.,"Denys le Chartreux (1402-1471): sa vie, son rôle, une nouvelle édition de ses ouvrages",1896,Non côté,bon,,95
45,3,0,PREVOST-BOURE J.,"Jean de Luxembourg et Jeanne d'Arc, contre-image et vérité de l'histoire",1981,Non côté,bon,,95
45,3,0,GRAFTEAUX S.,Jean sans Peur,1980,Non côté,bon,,95
45,3,0,BOSSUAT A.,"Perrinet Gressart et François de Surienne, agents de l'Angleterre",1936,Non côté,bon,,95
45,3,0,PERIER A.,"Un chancelier au Xvème siècle, Nicolas Rolin (1380-1461)",1904,Non côté,moyen,,95
45,3,0,VALOIS N.,Le procès de Gilles de Rais,1913,Non côté,bon,,95
45,3,0,SALEMBIER L. (Dr),Du Tombeau de Saint Remi au Berceau de Jeanne d'Arc - Pèlerinage du Diocèse de Cambrai,1896,Non côté,bon,,95
45,3,0,VANSTEENBERGHE E.,"Le Cardinal Nicolas de Cues (1401-1464): L'action, la pensée",1920,Non côté,moyen,,95
45,3,0,FACON R. et PARENT J.-M.,"Gilles de Rais et Jacques Cur, la conspiration des innocents",1984,Non côté,bon,,95
45,3,0,MARKALE J.,Isabeau de Bavière,1982,Non côté,bon,,95
45,3,0,FRAGER M.,"Les Reines de France: Marie d'Anjou, femme de Charles VII",1948,Non côté,moyen,,95
45,3,0,CLEMENT P.,"Jacques Cur et Charles VII: L'administration, les finances, l'industrie, le commerce, les lettres et les arts au Xvème siècle",1873,Non côté,moyen,,95
45,3,0,CATTA T.,Charles VII et Jeanne d'Arc,,Non côté,bon,,95
45,3,0,SAINTE-BEUVE C.-A.,"Causeries du Lundi, tome II",,Non côté,moyen,,95
45,3,0,BORDONOVE G.,Jacques Cur et son temps,1977,Non côté,bon,,95
45,3,0,MASSON A.-L.,"Jean Gerson: Sa vie, son temps, ses uvres",1894,Non côté,bon,,95
