id,cote,tome,type,auteur,titre,couverture,langue,edition,datation,contenu,etat,notes,emplacement
355,n.c.,,Manuscrit imprimé,Beurard,Lettres patentes du roi.,Papier,Français,"Nancy, Veuve Charlot",décembre 1780,Lettres patentes du roi.,Mauvais,"Factum ""Pièces émanant des rois de France. 1750-1785""",Archives départementales
356,n.c.,,Manuscrit imprimé,Le Febvre,Lettres patentes du roi.,Papier,Français,"Nancy, Veuve Charlot",23 décembre 1780,Lettres patentes du roi.,Mauvais,"Factum ""Pièces émanant des rois de France. 1750-1785""",Archives départementales
357,n.c.,,Manuscrit imprimé,Bureau,Déclaration du roy.,Papier,Français,"Nancy, Veuve Charlot",avril 1781,Déclaration du roy.,Mauvais,"Factum ""Pièces émanant des rois de France. 1750-1785""",Archives départementales
358,n.c.,,Manuscrit imprimé,Bureau,Lettres patentes du roi.,Papier,Français,"Nancy, Veuve Charlot",août 1782,Lettres patentes du roi.,Mauvais,"Factum ""Pièces émanant des rois de France. 1750-1785""",Archives départementales
359,n.c.,,Manuscrit imprimé,Brouet,Lettres patentes du roi.,Papier,Français,"Nancy, Veuve Charlot",14 mai 1783,Lettres patentes du roi.,Mauvais,"Factum ""Pièces émanant des rois de France. 1750-1785""",Archives départementales
360,n.c.,,Manuscrit imprimé,Brouet,Lettres patentes du roi.,Papier,Français,"Nancy, Veuve Charlot",14 mai 1783,Lettres patentes du roi.,Mauvais,"Factum ""Pièces émanant des rois de France. 1750-1785""",Archives départementales
361,n.c.,,Manuscrit imprimé,Ysabeau,Lettres patentes du roi.,Papier,Français,"Nancy, Veuve Charlot",août 1783,Lettres patentes du roi.,Mauvais,"Factum ""Pièces émanant des rois de France. 1750-1785""",Archives départementales
362,n.c.,,Manuscrit imprimé,Bureau,Déclaration du roy.,Papier,Français,"Paris, P. G. Simon",3 janvier 1784,Déclaration du roy.,Mauvais,"Factum ""Pièces émanant des rois de France. 1750-1785""",Archives départementales
363,n.c.,,Manuscrit imprimé,M. Mollevaut,Lettres patentes du roi.,Papier,Français,"Nancy, Veuve Charlot",29 mars 1784,Lettres patentes du roi.,Mauvais,"Factum ""Pièces émanant des rois de France. 1750-1785""",Archives départementales
364,n.c.,,Manuscrit imprimé,Bureau,Lettres patentes du roi.,Papier,Français,"Nancy, Charvet",14 mai 1784,Lettres patentes du roi.,Mauvais,"Factum ""Pièces émanant des rois de France. 1750-1785""",Archives départementales
365,n.c.,,Manuscrit imprimé,Bureau,Lettres patentes du roi.,Papier,Français,"Nancy, Veuve Charlot",8 janvier 1784,Lettres patentes du roi.,Mauvais,"Factum ""Pièces émanant des rois de France. 1750-1785""",Archives départementales
366,n.c.,,Manuscrit imprimé,Baron des Bordes,Arrest du conseil d'état du roy.,Papier,Français,"Nancy, Veuve Charlot",17 mai 1784,Arrest du conseil d'état du roy.,Mauvais,"Factum ""Pièces émanant des rois de France. 1750-1785""",Archives départementales
367,n.c.,,Manuscrit imprimé,Henry,Arrest du conseil d'état du roy.,Bleu,Français,"Paris, Knapen et fils",26 juillet 1784,Arrest du conseil d'état du roy.,Mauvais,"Factum ""Pièces émanant des rois de France. 1750-1785""",Archives départementales
368,n.c.,,Manuscrit imprimé,Dufranc,Brevet,Papier,Français,,19 juin 1785,Brevet,Mauvais,"Factum ""Pièces émanant des rois de France. 1750-1785""",Archives départementales
369,n.c.,,Manuscrit imprimé,Monge,Lettres patentes du roi.,Papier,Français,"Bar le Duc, Jean R. Briflot",30 août 1785,Lettres patentes du roi.,Mauvais,"Factum ""Pièces émanant des rois de France. 1750-1785""",Archives départementales
370,n.c.,,Manuscrit imprimé,Louis XVIII,Loi relative à l'établissement des foires et marchés dans différentes villes et communautés.,Papier cartonné,Français,"Paris, imprimerie nationale",17 septembre 1792,Loi relative à l'établissement des foires et marchés dans différentes villes et communautés.,Mauvais,"Factum ""1786-1792. Pièces émanant des rois de France""",Archives départementales
371,n.c.,,Manuscrit imprimé,"Nancy, Veuve Charlot",Louis XVIII aux Français.,Papier,Français,,10 mars 1797,Louis XVIII aux Français.,Mauvais,"Factum ""1786-1792. Pièces émanant des rois de France""",Archives départementales
372,n.c.,,Manuscrit imprimé,Beurard,Lettres patentes du roi.,Papier,Français,"Nancy, Veuve Charlot",12 mai 1796,Lettres patentes du roi.,Mauvais,"Factum ""1786-1792. Pièces émanant des rois de France""",Archives départementales
373,n.c.,,Manuscrit imprimé,Beurard,Lettres patentes du roi.,Papier,Français,"Nancy, H. Haener",janvier 1788,Lettres patentes du roi.,Mauvais,"Factum ""1786-1792. Pièces émanant des rois de France""",Archives départementales
374,n.c.,,Manuscrit imprimé,,Lettres patentes du roi.,Papier,Français,"Nancy, H. Haener",janvier 1788,Lettres patentes du roi.,Mauvais,"Factum ""1786-1792. Pièces émanant des rois de France""",Archives départementales
375,n.c.,,Manuscrit imprimé,Beurard,Ordonnance du roy.,Papier,Français,,1er mai 1788,Ordonnance du roy.,Mauvais,"Factum ""1786-1792. Pièces émanant des rois de France""",Archives départementales
376,n.c.,,Manuscrit imprimé,Beurard,Déclaration du roy.,Papier,Français,,1er mai 1788,Déclaration du roy.,Mauvais,"Factum ""1786-1792. Pièces émanant des rois de France""",Archives départementales
377,n.c.,,Manuscrit imprimé,Bureau,Edit du roy.,Papier,Français,, mai 1788,Edit du roy.,Mauvais,"Factum ""1786-1792. Pièces émanant des rois de France""",Archives départementales
378,n.c.,,Manuscrit imprimé,Laurent de Villedeuil,Edit du roy.,Papier,Français,,mai 1788,Edit du roy.,Mauvais,"Factum ""1786-1792. Pièces émanant des rois de France""",Archives départementales
379,n.c.,,Manuscrit imprimé,Laurent de Villedeuil,Arrêt du sonseil d'état du roi.,Papier,Français,"Versailles, Ph. D. Pierre",8 août 1788,Arrêt du sonseil d'état du roi.,Mauvais,"Factum ""1786-1792. Pièces émanant des rois de France""",Archives départementales
380,n.c.,,Manuscrit imprimé,Laurent de Villedeuil,Arrêt du sonseil d'état du roi.,Papier,Français,"Versailles, Ph. D. Pierre",3 août 1788,Arrêt du sonseil d'état du roi.,Mauvais,"Factum ""1786-1792. Pièces émanant des rois de France""",Archives départementales
381,n.c.,,Manuscrit imprimé,,Arrêt du sonseil d'état du roi.,Papier,Français,"Nancy, Veuve Leclerc",20 avril 1789,Arrêt du sonseil d'état du roi.,Mauvais,"Factum ""1786-1792. Pièces émanant des rois de France""",Archives départementales
382,n.c.,,Manuscrit imprimé,"Louis, roi de France",Lettre du roi.,Papier,Français,"Nancy, H. Haener",7 février 1789,Lettre du roi.,Mauvais,"Factum ""1786-1792. Pièces émanant des rois de France""",Archives départementales
383,n.c.,,Manuscrit imprimé,"Louis, roi de France",Lettres patentes du roi.,Papier,Français,"Metz, Veuve et fils de Brice Antoine",décembre 1789,Lettres patentes du roi.,Mauvais,"Factum ""1786-1792. Pièces émanant des rois de France""",Archives départementales
384,n.c.,,Manuscrit imprimé,"Louis, roi de France",(Double) Lettres patentes du roi.,Papier,Français,"Nancy, Veuve Leclerc",janvier 1790,(Double) Lettres patentes du roi.,Mauvais,"Factum ""1786-1792. Pièces émanant des rois de France""",Archives départementales
385,n.c.,,Manuscrit imprimé,"Louis, roi de France",Lettres patentes du roi.,Papier,Français,"Nancy, Veuve Leclerc",janvier 1790,Lettres patentes du roi.,Mauvais,"Factum ""1786-1792. Pièces émanant des rois de France""",Archives départementales
386,n.c.,,Manuscrit imprimé,"Louis, roi de France",(Double) Lettres patentes du roi.,Papier,Français,"Nancy, Veuve Leclerc",janvier 1790,(Double) Lettres patentes du roi.,Mauvais,"Factum ""1786-1792. Pièces émanant des rois de France""",Archives départementales
387,n.c.,,Manuscrit imprimé,"Louis, roi de France",(Double) Lettres patentes du roi.,Papier,Français,"Nancy, Veuve Leclerc",6 janvier 1790,(Double) Lettres patentes du roi.,Mauvais,"Factum ""1786-1792. Pièces émanant des rois de France""",Archives départementales
388,n.c.,,Manuscrit imprimé,"Louis, roi de France",(Double) Lettres patentes du roi.,Papier,Français,"Nancy, Veuve Leclerc",16 janvier 1790,(Double) Lettres patentes du roi.,Mauvais,"Factum ""1786-1792. Pièces émanant des rois de France""",Archives départementales
389,n.c.,,Manuscrit imprimé,"Louis, roi de France",(Double) Lettres patentes du roi.,Papier,Français,"Nancy, Veuve Leclerc",16 janvier 1790,(Double) Lettres patentes du roi.,Mauvais,"Factum ""1786-1792. Pièces émanant des rois de France""",Archives départementales
390,n.c.,,Manuscrit imprimé,Bureau,(Double) Lettres patentes du roi.,Papier,Français,"Nancy, H. Haener",31 janvier 1790,(Double) Lettres patentes du roi.,Mauvais,"Factum ""1786-1792. Pièces émanant des rois de France""",Archives départementales
391,n.c.,,Manuscrit imprimé,"Louis, roi de France",(Double) Proclamation du roi.,Papier,Français,"Nancy, P. Barbier",13 février 1790,(Double) Proclamation du roi.,Mauvais,"Factum ""1786-1792. Pièces émanant des rois de France""",Archives départementales
392,n.c.,,Manuscrit imprimé,"Louis, roi de France",Départements.,Papier,Français,"Nancy, Veuve Leclerc",,Départements.,Mauvais,"Factum ""1786-1792. Pièces émanant des rois de France""",Archives départementales
393,n.c.,,Manuscrit imprimé,"Louis, roi de France",Lettres patentes du roi.,Papier cartonné,Français,"Nancy, Veuve Leclerc",4 mars 1790,Lettres patentes du roi.,Mauvais,"Factum ""1786-1792. Pièces émanant des rois de France""",Archives départementales
394,n.c.,,Manuscrit imprimé,Beurard,(Double) Proclamation du roi.,Papier,Français,"Nancy, H. Haener",avril 1790,(Double) Proclamation du roi.,Mauvais,"Factum ""1786-1792. Pièces émanant des rois de France""",Archives départementales
395,n.c.,,Manuscrit imprimé,,Lettres patentes du roi.,Papier cartonné,Français,"Nancy, H. Haener",18 juin 1790,Lettres patentes du roi.,Mauvais,"Factum ""1786-1792. Pièces émanant des rois de France""",Archives départementales
396,n.c.,,Manuscrit imprimé,Beurard,Lettres patentes du roi.,Papier cartonné,Français,,23 juin 1790,Lettres patentes du roi.,Mauvais,"Factum ""1786-1792. Pièces émanant des rois de France""",Archives départementales
397,n.c.,,Manuscrit imprimé,Collenel,Lettres patentes du roi.,Papier cartonné,Français,"Nancy, H. Haener",25 juin 1790,Lettres patentes du roi.,Mauvais,"Factum ""1786-1792. Pièces émanant des rois de France""",Archives départementales
398,n.c.,,Manuscrit imprimé,Collenel,(Double) Proclamation du roi.,Papier,Français,"Nancy, H. Haener",30 juin 1790,(Double) Proclamation du roi.,Mauvais,"Factum ""1786-1792. Pièces émanant des rois de France""",Archives départementales
399,n.c.,,Manuscrit imprimé,Collenel,(Double) Proclamation du roi.,Papier,Français,"Nancy, H. Haener",23 juillet 1790,(Double) Proclamation du roi.,Mauvais,"Factum ""1786-1792. Pièces émanant des rois de France""",Archives départementales
400,n.c.,,Manuscrit imprimé,Collenel,(Double) Proclamation du roi.,Papier,Français,"Nancy, H. Haener",8 septembre 1790,(Double) Proclamation du roi.,Mauvais,"Factum ""1786-1792. Pièces émanant des rois de France""",Archives départementales
401,n.c.,,Manuscrit imprimé,Collenel,(Double) Proclamation du roi.,Papier,Français,"Nancy, H. Haener",12 septembre 1790,(Double) Proclamation du roi.,Mauvais,"Factum ""1786-1792. Pièces émanant des rois de France""",Archives départementales
402,n.c.,,Manuscrit imprimé,Collenel,(Double) Proclamation du roi.,Papier,Français,"Nancy, H. Haener",19 septembre 1790,(Double) Proclamation du roi.,Mauvais,"Factum ""1786-1792. Pièces émanant des rois de France""",Archives départementales
403,n.c.,,Manuscrit imprimé,Collenel,(Double) Proclamation du roi.,Papier,Français,"Nancy, H. Haener",20 septembre 1790,(Double) Proclamation du roi.,Mauvais,"Factum ""1786-1792. Pièces émanant des rois de France""",Archives départementales
404,n.c.,,Manuscrit imprimé,Collenel,(Double) Proclamation du roi.,Papier,Français,"Nancy, H. Haener",21 septembre 1790,(Double) Proclamation du roi.,Mauvais,"Factum ""1786-1792. Pièces émanant des rois de France""",Archives départementales
405,n.c.,,Manuscrit imprimé,Collenel,(Double) Proclamation du roi.,Papier,Français,"Nancy, H. Haener",27 septembre 1790,(Double) Proclamation du roi.,Mauvais,"Factum ""1786-1792. Pièces émanant des rois de France""",Archives départementales
406,n.c.,,Manuscrit imprimé,Collenel,(Double) Lettres patentes du roi.,Papier,Français,"Nancy, H. Haener",24 octobre 1790,(Double) Lettres patentes du roi.,Mauvais,"Factum ""1786-1792. Pièces émanant des rois de France""",Archives départementales
407,n.c.,,Manuscrit imprimé,Collenel,(Double) Loi.,Papier,Français,"Nancy, H. Haener",5 novembre 1790,(Double) Loi.,Mauvais,"Factum ""1786-1792. Pièces émanant des rois de France""",Archives départementales
408,n.c.,,Manuscrit imprimé,"Louis, roi de France",(Double) Loi.,Papier,Français,"Nancy, H. Haener",7 novembre 1790,(Double) Loi.,Mauvais,"Factum ""1786-1792. Pièces émanant des rois de France""",Archives départementales
409,n.c.,,Manuscrit imprimé,"Louis, roi de France","Loi relative à l'extraction des garins et fourages des départements de la Meurthe, de ma Meuse et des Ardennes.",Papier cartonné,Français,"Paris, imprimerie royale",13 novembre 1790,"Loi relative à l'extraction des garins et fourages des départements de la Meurthe, de ma Meuse et des Ardennes.",Mauvais,"Factum ""1786-1792. Pièces émanant des rois de France""",Archives départementales
410,n.c.,,Manuscrit imprimé,Collenel,Loi.,Papier,Français,"Paris, imprimerie royale",10 décembre 1790,Loi.,Mauvais,"Factum ""1786-1792. Pièces émanant des rois de France""",Archives départementales
411,n.c.,,Manuscrit imprimé,Collenel,Loi.,Papier,Français,"Nancy, C. S. Lamort",12 décembre 1790,Loi.,Mauvais,"Factum ""1786-1792. Pièces émanant des rois de France""",Archives départementales
412,n.c.,,Manuscrit imprimé,Collenel,Loi.,Papier,Français,"Nancy, Veuve Bachot",19 décembre 1790,Loi.,Mauvais,"Factum ""1786-1792. Pièces émanant des rois de France""",Archives départementales
413,n.c.,,Manuscrit imprimé,Collenel,Loi.,Papier,Français,"nancy, Leseure",9 janvier 1791,Loi.,Mauvais,"Factum ""1786-1792. Pièces émanant des rois de France""",Archives départementales
414,n.c.,,Manuscrit imprimé,Henry,Loi.,Papier,Français,"Nancy, C. S. Lamort",18 février 1791,Loi.,Mauvais,"Factum ""1786-1792. Pièces émanant des rois de France""",Archives départementales
415,n.c.,,Manuscrit imprimé,Henry,Loi.,Papier,Français,"Nancy, C. S. Lamort",17 juin 1791,Loi.,Mauvais,"Factum ""1786-1792. Pièces émanant des rois de France""",Archives départementales
416,n.c.,,Manuscrit imprimé,Henry,Loi.,Papier,Français,"nancy, Leseure",17 juin 1791,Loi.,Mauvais,"Factum ""1786-1792. Pièces émanant des rois de France""",Archives départementales
417,n.c.,,Manuscrit imprimé,Henry,Décret de l'assemblée nationale.,Papier,Français,"Nancy, H. Haener",23 juin 1791,Décret de l'assemblée nationale.,Mauvais,"Factum ""1786-1792. Pièces émanant des rois de France""",Archives départementales
418,n.c.,,Manuscrit imprimé,Henry,(Double) Loi.,Papier,Français,"nancy, Leseure",10 juillet 1791,(Double) Loi.,Mauvais,"Factum ""1786-1792. Pièces émanant des rois de France""",Archives départementales
419,n.c.,,Manuscrit imprimé,Henry,(Double) Loi.,Papier,Français,"nancy, Leseure",10 juillet 1791,(Double) Loi.,Mauvais,"Factum ""1786-1792. Pièces émanant des rois de France""",Archives départementales
420,n.c.,,Manuscrit imprimé,L. F. Duport,(Double) Loi.,Papier,Français,"Nancy, Veuve Leclerc",20 juillet 1791,(Double) Loi.,Mauvais,"Factum ""1786-1792. Pièces émanant des rois de France""",Archives départementales
421,n.c.,,Manuscrit imprimé,Henry,Loi relative à la distribution de la monnaie de cuivre et de celle qui proviendra de la fonte des cloches.,Papier cartonné,Français,"Epinal, Haener",6 août 1791,Loi relative à la distribution de la monnaie de cuivre et de celle qui proviendra de la fonte des cloches.,Mauvais,"Factum ""1786-1792. Pièces émanant des rois de France""",Archives départementales
422,n.c.,,Manuscrit imprimé,Henry,(Double) Loi.,Papier,Français,"Nancy, Haener",11 septembre 1791,(Double) Loi.,Mauvais,"Factum ""1786-1792. Pièces émanant des rois de France""",Archives départementales
423,n.c.,,Manuscrit imprimé,Henry,(Double) Loi.,Papier,Français,"Nancy, Veuve Bachot",1er août 1791,(Double) Loi.,Mauvais,"Factum ""1786-1792. Pièces émanant des rois de France""",Archives départementales
424,n.c.,,Manuscrit imprimé,Henry,(Double) Loi.,Papier,Français,"Nancy, H. Haener",8 août 1791,(Double) Loi.,Mauvais,"Factum ""1786-1792. Pièces émanant des rois de France""",Archives départementales
425,n.c.,,Manuscrit imprimé,Henry,(Double) Loi.,Papier,Français,"Nancy, Veuve Leclerc",12 août 1791,(Double) Loi.,Mauvais,"Factum ""1786-1792. Pièces émanant des rois de France""",Archives départementales
