id,epi,travee,tablette,cote,ordre,lieu,format,auteur,titre,annee,tome,etat,commentaire
7234,4,15,1,8 H 5,,,in-8,"D'HAUSSONVILLE, (Cte)",Histoire de la réunion de la Lorraine à la France (tome premier) (double),1860,,bon,
7235,4,15,1,8 H 5,,,in-8,"D'HAUSSONVILLE, (Cte)",Histoire de la réunion de la Lorraine à la France (tome deuxième),1860,,bon,
7236,4,15,1,8 H 5,,,in-12,"D'HAUSSONVILLE, (Cte)",Histoire de la réunion de la Lorraine à la France (tome troisième),1860,,bon,
7237,4,15,1,8 H 6,,,in-8,Anonyme,Relation de la pompe funèbre faite à Nancy le 7e jour de Juin 1729,1729,,bon,
7238,4,15,1,8 H 6,,,in-8,Anonyme,Relation de la pompe funèbre faite à Nancy le 7e jour de Juin 1729,1729,,bon,
7239,4,15,1,8 H 7,,,in-8,Anonyme,Traité entre le Roy et S. A. R. le duc de Lorraine,1718,,bon,
7240,4,15,1,8 H 8,,,in-8,Anonyme,Recueil des arrests de la chambre royale establie a Metz,1681,,bon,
7241,4,15,1,8 H 8,,,in-8,Anonyme,Recueil des arrests de la chambre royale establie a Metz,1681,,bon,
7242,4,15,1,8 H 9,,,in-8,"BOYE, Pierre",Stanislas Leszczynski et le troisième traité de Vienne,1898,,bon,
7243,4,15,1,8 H 9,,,in-8,"BOYE, Pierre",Stanislas Leszczynski et le troisième traité de Vienne,1898,,bon,
7244,4,15,1,8 H 10,,,in-8,"DE FOUCAULT, (Cte.)",Histoire de Léopold Ier. Duc de Lorraine et de Bar,1791,,bon,
7245,4,15,1,8 H 12,,,in-8," DES ROBERT, Ferdinand",Campagnes de Charles IV,1883,,mauvais,
7246,4,15,1,8 H 13,,,in-8,"CHARTON, Ch.",La Lorraine sous le duc Léopold Ierr,1866,,bon,
7247,4,15,1,8 H 14,,,in-8,"MAIRE, X.",Histoire de l'affaire de Nancy,1861,,bon,
7248,4,15,1,8 H 14,,,in-8,"MAIRE, X.",Histoire de l'affaire de Nancy,1861,,bon,
7249,4,15,1,8 H 15,,,in-8,"DUVEYRIER et CAHIER, B. C.",Rapport de MM. Duveyrier et B. C. Cahier,1790,,moyen,
7250,4,15,1,8 H 15,,,in-8,"DUVEYRIER et CAHIER, B. C.",Rapport de MM. Duveyrier et B. C. Cahier,1790,,bon,
7251,4,15,1,8 H 15,,,in-8,Anonyme,"Réponse au rapport de MM . Les commissaires du Roi, sur les troubles de Nancy",1791,,bon,
7252,4,15,1,8 H 15,,,in-8,"DUVEYRIER et CAHIER, B. C.",Rapport de MM. Duveyrier et B. C. Cahier,1790,,bon,
7253,4,15,1,8 H 16,,,in-8,"COSTER, Joseph-François",Eloge de Charles III dit le Grand,1764,,bon,
7254,4,15,1,8 H 16,,,in-8,"COSTER, Joseph-François",Eloge de Charles III dit le Grand,1764,,bon,
7255,4,15,1,8 H 17,,,in-8,GILBERT,Eloge de son altesse royale Léopold I.,1774,,bon,
7256,4,15,1,8 H 18,,,in-8,"PILLADIUS, Laurentius",La rusticiade ou la guerre des paysans en Lorraine (premier volume),1875,,bon,
7257,4,15,1,8 H 18,,,in-8,"PILLADIUS, Laurentius",La rusticiade ou la guerre des paysans en Lorraine (deuxième volume),1876,,bon,
7258,4,15,1,8 H 18,,,in-8,"PILLADIUS, Laurentius",La rusticiade ou la guerre des paysans en Lorraine (premier volume),1876,,bon,
7259,4,15,1,8 H 18,,,in-8,"PILLADIUS, Laurentius",La rusticiade ou la guerre des paysans en Lorraine (deuxième volume),1876,,bon,
7260,4,15,1,8 H 19,,,in-8,DE C[HEVRIERES],Histoire de Stanislas I. roi de Pologne grand duc de Lituanie duc de Lorraine et de Bar (tome I),1740,,bon,
7261,4,15,1,8 H 20,,,in-8,DE C[HEVRIERES],Histoire de Stanislas I. roi de Pologne grand duc de Lituanie duc de Lorraine et de Bar (tome I),1741,,bon,
7262,4,15,2,8 H 21,,,in-8,Anonyme,"La vie de Stanislas Leszczinski, surnommé le bienfaisant, Roi de Pologne, duc de Lorraine et de Bar",1769,,,
7263,4,15,2,8 H 22,,,in-8,"LESZCZINSKI, Stanislas","Lettre du roi de Pologne, Stanislas I",s.d.,,,
7264,4,15,2,8 H 22,,,in-8,"LESZCZINSKI, Stanislas","Lettre du roi de Pologne, Stanislas I",s.d.,,,
7265,4,15,2,8 H 23,,,in-8,"PROYART, (abbé)",Histoire de Stanislas I. roi de Pologne duc de Lorraine et de Bar,1827,,bon,
7266,4,15,2,8 H 24,,,in-8,CARLET DE LA ROZIERE,"Campagne de M. le Maréchal de Créquy, en Lorraine et en Alsace, en 1677",1764,,bon,
7267,4,15,2,8 H 24,,,in-8,CARLET DE LA ROZIERE,"Campagne de M. le Maréchal de Créquy, en Lorraine et en Alsace, en 1677",1764,,,
7268,4,15,2,8 H 25,,,in-8,"SOMMIER, Jean Claude","Oraison funebre de tres-haut, tres-puissant et tres-excellent prince Charles V",1701,,bon,
7269,4,15,2,8 H 26,,,in-8,"DUPONCET, (P.)","Oraison funebre de tres-haut, tres-puissant et tres-excellent prince Charles V",s.d.,,bon,
7270,4,15,2,8 H 27,,,in-12,DE MONTUREUX,Reflexions sur l'élection de l'Empereur François I,s.d.,,bon,
7271,4,15,2,8 H 28,,,in-12,"PROYART, (abbé)","Histoire de Stanislas premier, roi de Pologne, duc de Lorraine et de Bar (tome premier)",1784,,bon,
7272,4,15,2,8 H 28,,,in-8,"PROYART, (abbé)","Histoire de Stanislas premier, roi de Pologne, duc de Lorraine et de Bar (tome second)",1785,,bon,
7273,4,15,2,8 H 29,,,in-12,DE RENNEVILLE (Mme.),"Stanislas, roi de Pologne : roman historique (tome premier)",1807,,bon,
7274,4,15,2,8 H 29,,,in-12,DE RENNEVILLE (Mme.),"Stanislas, roi de Pologne : roman historique (tome deuxième)",1807,,bon,
7275,4,15,2,8 H 29,,,in-12,DE RENNEVILLE (Mme.),"Stanislas, roi de Pologne : roman historique (tome troisième)",1807,,bon,
7276,4,15,2,8 H 30,,,in-12,"DAUBENTON, (P.)","Oraison funebre de tres-haut, tres-puissant et tres-excellent prince Charles V",s.d.,,bon,
7277,4,15,2,8 H 30,,,in-12,"DAUBENTON, (P.)","Oraison funebre de tres-haut, tres-puissant et tres-excellent prince Charles V",s.d.,,bon,
7278,4,15,2,8 H 31,,,in-12,"[WAULTRIN, Claude]",Panégyrique du grand Charles V duc de Lorraine et de Bar,s.d.,,bon,
7279,4,15,2,8 H 32,,,in-12,Anonyme,La vie de Charles V duc de Lorraine et de Bar,1691,,bon,
7280,4,15,2,8 H 32,,,in-12,Anonyme,La vie de Charles V duc de Lorraine et de Bar,1691,,bon,
7281,4,15,2,8 H 33,,,in-12,"HOUPERT, Jean",La prévôté d'Insming : repeuplement et restauration d'un canton Lorrain après la guerre de trente ans,1975,,bon,
7282,4,15,2,8 H 34,,,in-12,"MARTEAU, Pierre",Mémoires du marquis de Beauvau pour servir à l'histoire de Charles IV,1689,,,[sorti]
7283,4,15,2,8 H 35,,,in-12,Anonyme,Testament politique de Charles duc de Lorraine et de Bar,s.d.,,bon,
7284,4,15,2,8 H 36,,,in-12,Anonyme,Harangues prononcées à la cour de Lorraine à l'occasion du rétablissement de son altesse royale dans ses états,1700,,bon,
7285,4,15,2,8 H 37,,,in-12,Anonyme,Testament politique de Charles duc de Lorraine et de Bar,1697,,bon,
7286,4,15,2,8 H 37,,,in-8,Anonyme,Testament politique de Charles duc de Lorraine et de Bar,1697,,bon,
7287,4,15,2,8 H 38,,,,Anonyme,Testament politique de Charles duc de Lorraine et de Bar,1696,,bon,
7288,4,15,2,8 H 39,,,in-12,Anonyme,Histoire du prince Charles et de l'imperatrice douairière,1676,,bon,
7289,4,15,2,8 H 40,,,in-12,Anonyme,L'ombre de Charles V duc de Lorraine,1693,,bon,
7290,4,15,2,8 H 41,,,in-12,"DE B[EAUVAU], (mqs.)",Mémoires du marquis de B***,s.d.,,bon,
7291,4,15,2,8 H 41,,,in-12,"[DE BEAUVAU, (mqs.)]",Mémoires du marquis de Beauvau,s.d.,,,[sorti]
7292,4,15,2,8 H 42,,,in-12,"DE BEAUVAU, (mqs.)",Suite des mémoires du marquis de Beauvau pour servir à l'histoire de Charles IV,1788,,bon,
7293,4,15,2,8 H 42,,,in-12,"DE BEAUVAU, (mqs.)",Suite des mémoires du marquis de Beauvau pour servir à l'histoire de Charles IV,1788,,bon,
7294,4,15,2,8 H 43,,,in-12,Anonyme,Histoire des promesses illusoires depuis la paix des Pirenees,1684,,bon,
7295,4,15,2,8 H 44,,,in-12,Anonyme,Eclaircissements sur les affaires de Lorraine pour tous les princes chrestiens,1671,,bon,
7296,4,15,2,8 H 45,,,,Anonyme,Relation de la pompe funèbre faite à Nancy le  dix-neuf avril mil sept cent,1700,,bon,
7297,4,15,2,8 H 46,,,in-12,Anonyme,Traité conclu à Paris le 21 janvier 1718 en execution des traitez de paix,1718,,bon,
7298,4,15,2,8 H 47,,,in-12,Anonyme,Réponse de monsieur le comte de Manderscheid au mémoire imprimé par les gens d'affaire de Monsieur le prince de Vaudémont,1686,,bon,
7299,4,15,2,8 H 48,,,in-12,"D'ALEMBERT, Alfred",La cour du roi Stanislas et la Lorraine en 1748,1866,,bon,
7300,4,15,2,8 H 49,,,in-12,"DUVERNOY, M. F.",Politique des ducs de Lorraine envisagée dans leurs rapports avec la France et l'Autriche,1892,,bon,
7301,4,15,2,8 H 50,,,in-12,"DELCROIX, Victor",Le bon roi Stanislas,1864,,bon,
7302,4,15,2,8 H 51,,,in-12,Anonyme,Procès-verbal des séances de l'assemblée provinciale des trois évêchés et du Clermontois,1787,,bon,
7303,4,15,2,8 H 52,,,in-12,"ZELLER, Gaston",La réunion de Metz à la France (Ière partie),1926,,bon,
7304,4,15,2,8 H 52,,,in-12,"ZELLER, Gaston",La réunion de Metz à la France (2me partie),1926,,bon,
7305,4,15,2,8 H 53,,,in-8,"DU HAMEL DE BREUÏL, Jean",Le testament politique de Charles V de Lorraine,1892,,bon,
7306,4,15,2,8 H 54,,,in-8,"DE SOUHESMES, Raymond",Journal du président Bourcier,1891,,,[sorti]
7307,4,15,2,8 H 55,,,in-8,Anonyme,Faits concernant la ville de Metz et le pays-messin,s.d.,,bon,
7308,4,15,2,8 H 56,,,in-8,"MEVRISSE, (R. P.)",Histoire de la naissance du progres et de la décadence de l 'hérésie dans la ville de Metz & dans la pays Messin,1670,,bon,
7309,4,15,2,8 H 57,,,in-8,"MEVRISSE, (R. P.)",Histoire de la naissance du progres et de la décadence de l 'hérésie dans la ville de Metz & dans la pays Messin,1642,,bon,
7310,4,15,2,8 H 58,,,in-8,Anonyme,"Mémoire contre la maison de Lorraine qui prétendoit à la couronne de France, envoyé au Roi",1583,,bon,
7311,4,15,2,8 H 59,,,,"MUSSET, Joanne","Alma salus instans, seu pax transmissa per orbem. Ex qua panegyris delaudibusserenissimi regis Poloniae Stanislas Primi, dessideratissimi principis",s.d.,,bon,
7312,4,15,2,8 H 60,,,in-8,Anonyme,"Mémoire pour établir en faveur des princes de ligne, le droit de succéder aux états de Lorraine & de Bar ...",1739,,bon,
7313,4,15,2,8 H 61,,,in-8,Anonyme,Gloria Austriasiae,1718,,bon,
7314,4,15,2,8 H 62,,,in-8,"LE CHAPELAIN, (R. P.)",Oraison funèbre de François I. empereur pour le jour de l'anniversaire,s.d.,,bon,
7315,4,15,2,8 H 63,,,in-8,[DE CHEVRIER],Histoire d'une cause célèbre jugée par arret du parlement de Nanci le 3 aoust 1759,1759,,bon,
7316,4,15,2,8 H 64,,,in-8,Anonyme,Résumé de l'histoire de Stanislas roi de Pologne duc de Lorraine et de Bar,1831,,bon,
7317,4,15,2,8 H 65,1,,in-8,OUDET T.,Le duc Antoine de Lorraine au musée de Bar (Meuse),1852,[d],bon,
7318,4,15,2,8 H 65,2,,in-8,DES ROBERT F.,Le siège de Thionville (juin 1639),1885,[d],bon,
7319,4,15,2,8 H 65,3,,in-8,"MAXE-WERLY, L.",Le siège de Bar en 1589,1897,[d],bon,
7320,4,15,2,8 H 65,4,,in-8,ROBINET DE CLERY,La ligue sur les bords de la Meuse,1901,[d],bon,
7321,4,15,2,8 H 65,5,,in-8,FOURNIER Dr.,Un épisode de la guerre de Trente ans les Allemands à Rambervillers,1875,[d],bon,
7322,4,15,2,8 H 65,6,,in-8,BOSSU Louis,Les Lorrains en Corse la colonie des Porettes,1927,[d],bon,
7323,4,15,2,8 H 65,7,,in-8,DANNREUTHER H.,Jean de Luxembourg (1537-1576) et la Réforme dans le comté de Lignt-e-Barrois,1894,[d],bon,
7324,4,15,2,8 H 65,8,,in-8,DANNREUTHER H.,Lettre de Nicolas Pithou sur une rectification de frontière entre la Fance et la Lorraine au XVIe,1901,[d],bon,
7325,4,15,2,8 H 65,9,,in-8,ROBINET DE CLERY,La première occupation de la Lorraine par les Français (1632-1641),1900,[d],bon,
7326,4,15,2,8 H 65,10,,in-8,KEYSSLER Jean-Georges,"Description de Lunéville, de Nancy et de sa cour de Lorraine en 1731",s.d.,[d],bon,
7327,4,15,2,8 H 65,11,,in-8,GERMAIN DE MAIDY Léon,Le défenseur de Blâmont en 1587,1912,[d],bon,
7328,4,15,2,8 H 65,12,,in-8,"BOYE, Pierre",Les derniers moments du Roi Stanislas,1898,[d],bon,
7329,4,15,2,8 H 65,13,,in-8,SCHMIT J.-A.,Une entrevue princière à Château-Salins en 1708,1877,[d],bon,
7330,4,15,2,8 H 65,14,,in-8,DANNREUTHER H.,Requête des protestants de Toul au roi de France 1571,1906,[d],bon,
7331,4,15,2,8 H 65,15,,in-8,DUVERNOY Emile,Ls sentiments français à Toul en 1709,1916,[d],bon,
7332,4,15,2,8 H 65,16,,in-8,NIMSGERN J.-B.,Journal du siège de Matz de 1552 -les derniers jours de la république messine,1865,[d],bon,
7333,4,15,2,8 H 65,17,,in-8,CARION Jean,Extrait de Jean Carion sur le siège de Metz de 1552,1847,[d],bon,
7334,4,15,2,8 H 65,18,,in-8,CHAGNATZ Y.L. Des,Ephémérides du siège et saillyes de Metz,1847,[d],bon,
7335,4,15,2,8 H 65,19,,in-8,VILLIERS Hubert-Philippe,Brief discours du siège de Metz en Lorraine,1846,[d],bon,
7336,4,15,2,8 H 65,20,,in-8,PARE Ambroise ,Relation du siège de Metz en 1552,1847,[d],bon,
7337,4,15,2,8 H 65,21,,in-8,DIGOT Paul,Léopold duc de Lorraine fondateur de l'église Saint-Sébastien de Nancy,1880,[d],bon,
7338,4,15,2,8 H 65,22,,in-8,CHEVELLE C.,Confiscations exercées sur les defenseurs de Jametz par le duc de Lorraine (1589-1590),1902,[d],bon,
7339,4,15,2,8 H 65,23,,in-8,DES ROBERT Edmond,Une séquestration au XVIe,1909,[d],bon,
7340,4,15,2,8 H 65,24,,in-8,PARISOT Robert,Charles IV et Marie Mancini,1910,[d],bon,
7341,4,15,2,8 H 65,25,,in-8,FAVIER J.,Documents inédits sur la vie privée de Charles IV,1886,[d],bon,
7342,4,15,2,8 H 65,26,,in-8,BOYE Pierre,L'exil et le retour de M. de Chateaufort,1906,[d],bon,
7343,4,15,2,8 H 65,27,,in-8,Anonyme,Des crimes commis par les princes lorrains (contre le prince de Lambesc et le prince de Vaudémont),1790,[d],bon,
7344,4,15,2,8 H 65,28,,in-8,BIZEMONT de Vicomte,Un manuscrit sur la maison de Lorraine duel du duc de Guise (Henri de Lorraine) et du comte de Coligny,1898,[d],bon,
7345,4,15,2,8 H 65,29,,in-8,"PFISTER, Christian",Henri IV à Nancy (2-8 avril 1603),s.d.,[d],bon,
7346,4,15,2,8 H 65,30,,in-8,BENOIT Arthur,Le duc de Lorraine Léopold et les réformés de Lixheim,1888,[d],bon,
7347,4,15,2,8 H 65,31,,in-8,"PFISTER, Christian",Nicolas Rémy et la sorcellerie en Lorraine à la fin du XVIe,1907,[d],bon,
7348,4,15,2,8 H 65,32,,in-8,"PILLEMENT, P. Dr.","Léopold, duc de Lorraine et sa famille",1907,[d],bon,
7349,4,15,2,8 H 65,33,,in-8,DUMAST Baron de,Relation de l'arrivée et du séjour de SAR l'archiduc Maximilien en la ville de Nancy 4 au 6 mars 1775,1908,[d],bon,
7350,4,15,2,8 H 65,34,,in-8,HECHT L. Dr.,Colonie lorraines et alsaciennes en Hongrie,1879,[d],bon,
7351,4,15,2,8 H 65,35,,in-8,"PFISTER, Christian",Journal de ce qui s'est passé en Lorraine de 1745-1749 par Jean-François Nicolas,s.d.,[d],bon,
7352,4,15,2,8 H 66,,,in-8,"DE PIMODAN, (mqs.)",La réunion de Toul à la France,1885,,bon,
7353,4,15,2,8 H 66,,,in-8,"DE PIMODAN, (mqs.)",La réunion de Toul à la France (Wiener),1885,,bon,
7354,4,15,2,8 H 67,,,in-8,"FLORET, S. Sébastien et CHABERT, F.-M.",Journal de S. Sébastien Floret,1862,,bon,
7355,4,15,2,8 H 68,,,in-8,"DES ROBERT, Ferdinand",Correspondante inédite de Nicolas-François,1885,,bon,
7356,4,15,2,8 H 69,,,in-8,"MARTIN, Eug.",Servais de Lairuels et la réforme des prémontrés en Lorraine et en France au XVIIe siècle,1893,,mauvais,
7357,4,15,2,8 H 70,,,in-8,"DE REAULX, (Mqse.)",Le roi Stanislas et Marie Leszinska,1895,,bon,
7358,4,15,2,8 H 71,,,in-8,"ROY, Hippolyte",La vie à la cour de Lorraine sous le duc Henri II,1914,,,[sorti]
7359,4,15,3,8 H 72,,,in-8,"LESZCZINSKI, Stanislas et BOYE, Pierre",Lettres inédites du roi Stanislas,1920,,bon,
7360,4,15,3,8 H 73,,,in-fol.,"CAGNAT, Amédée",Le premier siège de la Mothe,s.d.,,moyen,
7361,4,15,3,8 H 74,,,in-fol.,"ORLY, Jean",La persécution de l?Église de Metz,1860,,moyen,
7362,4,15,3,8 H 75,,,in-fol.,Anonyme,Lettres contenans une Relation des troubles que le nouvel Evêque de Toul a excité en Lorraine,s.d.,,bon,
7363,4,15,3,8 H 76,,,in-fol.,"BOYE, Pierre",La cour Polonaise de Lunéville,1926,,bon,
7364,4,15,3,8 H 77,,,in-fol.,"LESZCZINSKI, Stanislas et BOYE, Pierre",Le roi Stanislas grand-père,1922,,mauvais,
7365,4,15,3,8 H 78,,,in-8,"JAMERAI DUVAL, Valentin",Oeuvres de Valentin Jamerai Duval (tome I),1784,+,bon,
7366,4,15,3,8 H 78,,,in-8,"JAMERAI DUVAL, Valentin",Oeuvres de Valentin Jamerai Duval (tome II),1784,+,bon,
7367,4,15,3,8 H 78,,,in-8,"JAMERAI DUVAL, Valentin",Oeuvres de Valentin Jamerai Duval (tome I),1784,BIS,bon,
7368,4,15,3,8 H 78,,,in-8,"JAMERAI DUVAL, Valentin",Oeuvres de Valentin Jamerai Duval (tome II),1784,BIS,moyen,
7369,4,15,3,8 H 79,,,in-8,"PFISTER, Christian",Les préliminaires de la révolution à Nancy : l'agitation parlementaire en 1788,s.d.,1,bon,
7370,4,15,3,8 H 79,,,in-8,"PFISTER, Christian",Les préliminaires de la révolution à Nancy : l'agitation parlementaire en 1788,s.d.,BIS,moyen,
7371,4,15,3,8 H 80,,,in-8,"LE MARLORAT, Gabriel",Journal de Gabriel le Marlorat,1892,,bon,
7372,4,15,3,8 H 81,,,in-8,"BOYE, Pierre",Les premières expériences aérostatiques faites en Lorraine,1909,,bon,
7373,4,15,3,8 H 82,,,in-8,"LESZCZINSKI, Stanislas et BOYE, Pierre",Correspondance inédite de Stanislas Leszczynski,1906,,mauvais,
7374,4,15,3,8 H 83,,,in-8,"LESZCZINSKI, Stanislas et BOYE, Pierre",Lettres inédites du roi Stanislas à Marie Leszczynska,1901,,mauvais,
7375,4,15,3,8 H 84,,,in-8,"DE BRASSAC, (Cte.) et PFISTER, Christian",Les mémoires du comte de Brassas gouverneur de Nancy,1898,,bon,
7376,4,15,3,8 H 86,,,in-8,"DE MAHUET, A",Journaliers de la famille de Marcol,1909,,bon,
7377,4,15,3,8 H 87,,,in-8,"GRILLET, Gaston","Les fortifications de Metz, Toul et Verdun",1910,,bon,
7378,4,15,3,8 H 87,,,in-8,"CABOURDIN, Guy",Terre et hommes en Lorraine du milieu du XVIè siècle à la guerre de trente ans (tome II),1975,,bon,
7379,4,15,3,8 H 88,,,in-8,"LEPAGE, Henri",Lettres sur l'histoire de Lorraine ,1848,,moyen,
7380,4,15,3,8 H 88,,,in-8,"LEPAGE, Henri",Lettres sur l'histoire de Lorraine ,1848,,bon,
7381,4,15,3,8 H 89,,,in-8,"DERBLAY, Claude",Roger de Comminges sieur de Saubole gouverneur de Metz,1927,,bon,
7382,4,15,3,8 H 90,,,in-8,"DE BOUTEILLER, E.",La ligue à Metz,1884,,mauvais,
7383,4,15,3,8 H 91,,,in-8,Anonyme,Ordonnance de son altesse royale pour l'administration de la justice donnée à Lunéville,1770,,bon,
7384,4,15,3,8 H 91,,,in-8,Anonyme,Ordonnance de son altesse royale pour l'administration de la justice donnée à Lunéville,1770,,moyen,
7385,4,15,3,8 H 92,,,in-8,Anonyme,Le siège de la Mothe en Lorraine,1903,,bon,
7386,4,15,3,8 H 93,,,in-8,Anonyme,Relation de la dédicace de la statue pédestre de sa majesté très-chrestienne érigée par sa majesté le roy de Pologne,s.d.,,bon,
7387,4,15,3,8 H 93,,,in-8,Anonyme,"Relation de la dédicace de la statue pédestre de sa majesté très-chrestienne érigée par sa majesté le roy de Pologne (Wiener, aux armes de Stanislas)",s.d.,,bon,
7388,4,15,3,8 H 93,,,in-8,Anonyme,Relation de la dédicace de la statue pédestre de sa majesté très-chrestienne érigée par sa majesté le roy de Pologne,s.d.,1BIS,moyen,
7389,4,15,3,8 H 93,,,in-8,"DE BRESSEY, (Cte)","Compliment prononcé le 26. Novembre 1755. à l'occasion de la Statuë élevée par Stanislas le bienfaisant, à Louis le bien-aimé",s.d.,4,moyen,
7390,4,15,3,8 H 94,,,in-8,Anonyme,"Recueil des pièces, tant en vers qu'en prose , qui ont parues à l'occasion de l'inauguration de la statue de son altesse royale Monseigneur le duc  Charles",1775,,bon,
7391,4,15,3,8 H 95,,,in-8,Anonyme,Relation du second voyage de Mesdames de France en Lorraine en 1726,s.d.,,bon,
7392,4,15,3,8 H 96,,,in-8,Anonyme,Relation du voyage de Mesdames Adelaïde et Victoire à plombières,1762,,bon,
7393,4,15,3,8 H 97,,,in-8,Anonyme,Discours adressé à Monseigneur le prince Charles par M. l'evesque de Toul,1729,,bon,
7394,4,15,3,8 H 98,1,,in-8,Anonyme,Relation de ce qui s'est passé à Strasbourg à l'occasion du mariage du Roy avec La pricesse de Pologne fille du Roy Stanislas,s.d.,[d],bon,
7395,4,15,3,8 H 98,2,,in-8,DUVERNOY Emile,Quelques lettres de Chrétienne de Danemark duchesse de Lorraine,1931,[d],bon,
7396,4,15,3,8 H 98,3,,in-8,BESNARD Joseph,Le mariage de Marguerite de Lorraine et de René Ier duc d'Alençon,1927,[d],bon,
7397,4,15,3,8 H 98,4,,in-8,Anonyme,Relation de ce qui s'est passé à Lunéville au sujet du mariage de Mgr le prince de Lixin et Mlle de Craon,1721,[d],bon,
7398,4,15,3,8 H 98,5,,in-8,Anonyme,Journal de ce qui s'est fait à Metz au passage de la Reine,1725,[d],bon,
7399,4,15,3,8 H 98,6,,in-8,Anonyme,Lettre du Roy escrite à M. le duc de Montbazon concernant les pratiques du Duc de Lorraine,1632,[d],bon,
7400,4,15,3,8 H 98,7,,in-8,Anonyme,Fac-simile du passage et routes que tiennent les reistres et allemans repoussez par le duc de Lorraine 1587,1873,[d],bon,
7401,4,15,3,8 H 98,8,,in-8,HIRTIUS,L'émeute des rustauds en Lorraine en 1525 article du journal Lorrain,s.d.,[d],bon,
7402,4,15,3,8 H 98,9,,in-8,Anonyme,Relation des cérémonies observées à m'occasion du mariage du Roy,1725,[d],bon,
7403,4,15,3,8 H 98,10,,in-8,DUVERNOY Emile,Correspondance de Chrétienne de Danemark notament avec la cité de Metz,s.d.,[d],bon,
7404,4,15,3,8 H 98,11,,in-8,GERMAIN DE MAIDY Léon,L'érection du duché de Bar,1885,[d],bon,
7405,4,15,3,8 H 98,12,,in-8,DUMAST Baron de,Lettre sur les cent ans de réunion des duchés de Lorraine et Bar à la France,1866,[d],bon,
7406,4,15,3,8 H 98,13,,in-8,Saint-Méard de,"Dialogue entre Tranchefétu, vétéran et Prêtatout, jeune soldat d'un des régimants travaillés par les clubs",1790,[d],bon,
7407,4,15,3,8 H 98,14,,in-8,Collectif,Nouveaux détails authentiques arrivés e Matz sur la marche de l'armée de M. de Bouillé,1790,[d],bon,
